customer_id,segment,clv,acquisition_channel,region,acquisition_date
16014,Wholesale,3249.89,Online,UK,2009-10-22
14220,Corporate,9849.31,Online,UK,2009-12-21
14125,Corporate,3306.89,Online,Other Europe,2009-08-29
16778,Corporate,2198.44,Online,EIRE,2009-09-10
15160,Wholesale,4536.69,Partner,UK,2009-07-12
14542,Retail,397.11,Partner,UK,2009-01-03
16300,Corporate,13152.15,Online,,2009-08-19
17416,retail,831.04,Direct Sales,EIRE,2009-05-11
14533,Corporate,11394.89,Referral,,2009-12-06
15597,Retail,606.85,Direct Sales,UK,2009-12-27
17453,Corporate,13230.74,Partner,Other Europe,2009-04-18
13355,Corporate,7929.65,Direct Sales,UK,2009-07-20
14320,Retail,807.05,Direct Sales,UK,2009-08-12
16065,Wholesale,,Referral,Netherlands,2009-04-17
14977,Retail,860.8,Referral,EIRE,2009-11-01
17766,Retail,838.76,Referral,Germany,2009-05-14
12785,RETAIL,691.55,Online,UK,2009-01-21
15989,retail,831.65,Direct Sales,UK,2009-09-23
14989,RETAIL,278.96,Online,UK,2009-10-12
17478,Retail,1118.08,Referral,UK,2009-05-19
16417,Retail,334.01,Online,UK,2009-11-13
15566,Retail,796.06,Referral,Germany,2009-01-08
13455,Retail,372.69,Referral,France,2009-02-17
17564,retail,512.73,Referral,EIRE,2009-06-06
17521,Retail,791.47,Online,UK,2009-04-02
14745,Corporate,,Online,EIRE,2009-03-16
13070,Retail,402.4,Direct Sales,Netherlands,2009-04-30
12448,Retail,450.75,Trade Show,UK,2009-05-23
16403,RETAIL,557.47,Online,France,2009-10-01
15075,RETAIL,1102.12,Direct Sales,Germany,2009-02-21
15347,Retail,981.8,Direct Sales,France,2009-08-29
13112,Retail,1150.23,Referral,UK,2009-04-06
15640,Retail,776.08,Online,UK,2009-10-24
18212,Corporate,2095.59,Referral,UK,2009-02-08
13707,corporate,7894.41,Partner,UK,2009-07-21
13458,RETAIL,312.69,Referral,,2009-12-07
16013,Retail,738.35,Direct Sales,UK,2009-05-19
18082,Retail,558.48,Referral,Other Europe,2009-05-08
13558,Retail,340.28,Direct Sales,,2009-02-01
14351,Retail,469.85,Trade Show,UK,2009-06-23
15406,Corporate,11364.85,Online,UK,2009-07-07
14868,Wholesale,2961.2,Direct Sales,UK,2009-08-20
17153,Retail,171.58,Online,France,2009-10-02
13235,Corporate,7613.97,Online,France,2009-07-27
17440,Retail,708.13,Partner,UK,2009-10-24
18272,Corporate,12159.01,Online,UK,2009-09-05
16507,Retail,358.25,Online,UK,2009-11-09
16900,Retail,273.09,Online,UK,2009-07-31
16945,Retail,521.12,Online,UK,2009-12-29
17924,Corporate,7387.59,Direct Sales,UK,2009-12-16
13995,Corporate,8653.15,Referral,Germany,2009-03-20
15539,Corporate,14560.31,Direct Sales,UK,2009-05-09
12472,corporate,12798.1,Online,,2009-05-09
13832,Corporate,4442.75,Partner,UK,2009-09-15
15907,Corporate,4554.27,Referral,UK,2009-05-17
12572,Corporate,11298.08,Referral,Germany,2009-09-16
16944,Retail,1111.78,Referral,UK,2009-12-15
16250,Retail,304.42,Referral,UK,2009-07-06
17541,Retail,73.14,Online,UK,2009-08-20
15510,Retail,828.94,Referral,UK,2009-08-04
16970,retail,776.28,Referral,UK,2009-10-26
12955,retail,245.66,Online,,2009-06-29
14676,Retail,926.45,Online,UK,2009-02-07
15695,Corporate,13508.11,Online,UK,2009-05-18
12602,Corporate,5822.04,Trade Show,France,2009-09-01
15394,Retail,50.26,Referral,Other Europe,2009-11-07
13025,Retail,952.07,Online,UK,2009-08-27
14821,Wholesale,1149.54,Online,Other Europe,2009-10-25
13031,Wholesale,4733.59,Partner,Germany,2009-06-22
17545,Retail,279.03,Online,Other Europe,2009-07-30
17236,Corporate,13898.77,Referral,,2009-12-19
13169,Wholesale,2158.8,Partner,UK,2009-06-16
16336,Wholesale,4227.44,Direct Sales,Germany,2009-04-18
17805,Wholesale,,Referral,France,2009-12-10
15978,Retail,792.82,Online,UK,2009-10-20
16584,Retail,450.0,Direct Sales,,2009-07-07
14484,Retail,50.69,Referral,Netherlands,2009-08-18
17793,Corporate,6293.82,Online,Netherlands,2009-12-14
14166,Corporate,9058.23,Online,UK,2009-08-26
14167,Retail,366.9,Direct Sales,UK,2009-12-27
15643,Wholesale,1347.43,Online,EIRE,2009-12-10
15763,Retail,616.4,Online,UK,2009-10-20
17685,Retail,795.54,Trade Show,France,2009-06-16
12346,Wholesale,4772.15,Referral,Germany,2009-10-10
16822,Wholesale,3674.12,Online,EIRE,2009-07-28
14583,Wholesale,3596.98,Trade Show,UK,2009-04-05
16837,Corporate,3270.19,Direct Sales,UK,2009-07-16
15404,Retail,773.24,Online,EIRE,2009-07-30
13186,Retail,645.28,Online,UK,2009-07-31
15244,Corporate,7791.73,Online,UK,2009-04-27
15004,Corporate,9342.65,Online,UK,2009-07-19
14310,Retail,1100.89,Online,France,2009-01-01
15065,Retail,896.35,Online,UK,2009-05-04
14541,Corporate,5898.67,Referral,Germany,2009-07-31
17534,Corporate,7708.7,Partner,Netherlands,2009-06-04
12762,Wholesale,2423.06,Partner,Netherlands,2009-12-13
15727,Wholesale,1060.18,Online,UK,2009-10-12
16581,Retail,106.53,Online,UK,2009-05-21
18198,Retail,684.01,Referral,Germany,2009-04-15
13938,Retail,724.84,Direct Sales,Germany,2009-09-04
16099,Wholesale,3205.64,Online,EIRE,2009-08-29
17892,Corporate,9726.31,Online,UK,2009-05-21
13781,Corporate,7113.17,Trade Show,UK,2009-04-21
12557,Corporate,6385.3,Online,UK,2009-09-26
12905,Retail,693.1,Online,France,2009-11-20
16239,Retail,963.86,Online,Other Europe,2009-07-15
14113,Wholesale,2445.32,Referral,UK,2009-04-22
14902,Corporate,3324.01,Direct Sales,UK,2009-04-03
16431,RETAIL,256.77,Referral,France,2009-02-21
12972,Retail,300.07,Referral,UK,2009-04-04
15335,Corporate,12974.72,Trade Show,France,2009-01-04
14259,Wholesale,1134.51,Direct Sales,Other Europe,2009-10-18
14683,Retail,668.81,Referral,Other Europe,2009-11-14
17004,Retail,673.64,Referral,UK,2009-05-12
17253,Wholesale,3927.34,Online,UK,2009-02-10
15314,Retail,,Direct Sales,UK,2009-12-14
15638,retail,149.71,Online,Netherlands,2009-12-21
17351,retail,375.78,Trade Show,Other Europe,2009-12-03
14336,Corporate,6965.74,Direct Sales,UK,2009-04-29
16091,Retail,592.52,Direct Sales,France,2009-06-26
16125,Corporate,13430.63,Referral,UK,2009-11-29
16815,Wholesale,4954.98,Referral,Germany,2009-08-15
14154,Corporate,12321.16,Partner,UK,2009-06-13
15879,Retail,131.12,Trade Show,EIRE,2009-06-16
12606,Retail,195.03,Direct Sales,UK,2009-01-05
16735,Retail,456.07,Online,UK,2009-02-07
16109,Retail,403.83,Online,UK,2009-10-30
12623,Retail,1095.98,Online,UK,2009-11-16
18249,Retail,633.5,Partner,UK,2009-12-21
12728,Retail,358.52,Online,UK,2009-01-09
14694,retail,615.72,Referral,UK,2009-11-26
15376,RETAIL,646.78,Online,UK,2009-03-05
12651,Retail,984.64,Online,Germany,2009-09-12
16155,Wholesale,4895.37,Online,UK,2009-02-05
17056,corporate,5319.37,Referral,UK,2009-07-16
17156,Retail,,Direct Sales,UK,2009-02-25
15715,Corporate,12448.01,Trade Show,Germany,2009-10-06
17661,Wholesale,4296.04,Referral,UK,2009-01-01
16420,Retail,614.02,Direct Sales,UK,2009-10-13
16926,Retail,662.21,Online,Germany,2009-12-18
12449,Retail,189.1,Referral,UK,2009-03-26
14687,Corporate,6826.52,Direct Sales,UK,2009-05-07
12384,Wholesale,926.08,Online,,2009-08-27
12425,Wholesale,2329.31,Partner,Germany,2009-07-18
15100,Retail,971.08,Online,Other Europe,2009-12-24
13865,Retail,642.17,Trade Show,UK,2009-03-29
17509,Retail,532.14,Trade Show,UK,2009-07-08
12767,Wholesale,1817.17,Direct Sales,UK,2009-11-22
16990,Retail,63.55,Online,France,2009-03-14
13349,corporate,2034.22,Partner,,2009-10-25
17845,Corporate,12070.48,Partner,UK,2009-11-07
13811,Retail,524.67,Referral,UK,2009-01-25
13639,Corporate,7258.75,Trade Show,UK,2009-09-22
17392,Corporate,8552.91,Trade Show,France,2009-02-16
18012,Retail,317.64,Referral,UK,2009-03-26
14465,Retail,176.34,Referral,UK,2009-10-04
14106,Corporate,4744.64,Direct Sales,UK,2009-12-08
17580,Retail,820.79,Online,UK,2009-08-17
13094,Retail,1109.99,Referral,UK,2009-03-01
16132,Retail,568.8,Referral,Other Europe,2009-12-09
15997,Retail,,Online,UK,2009-02-07
12797,Corporate,12668.34,Trade Show,UK,2009-09-22
13790,retail,,Online,UK,2009-10-11
17933,Corporate,2919.06,Direct Sales,UK,2009-02-17
16162,Wholesale,3079.93,Online,Germany,2009-03-31
16583,Retail,587.88,Referral,Germany,2009-05-24
15725,corporate,7857.57,Referral,Netherlands,2009-10-29
14077,RETAIL,668.12,Direct Sales,UK,2009-09-02
15194,retail,821.96,Trade Show,Germany,2009-04-03
16222,Corporate,,Trade Show,,2009-09-30
17808,Retail,904.03,Direct Sales,UK,2009-12-03
17025,Retail,667.87,Referral,Germany,2009-08-14
13651,Retail,776.54,Direct Sales,UK,2009-03-11
12579,Retail,843.46,Referral,UK,2009-07-09
14469,Retail,1049.96,Partner,UK,2009-06-03
17068,Corporate,,Direct Sales,UK,2009-11-21
15858,Retail,640.76,Direct Sales,UK,2009-11-04
12406,Corporate,,Referral,Germany,2009-09-03
14722,Retail,802.09,Online,Germany,2009-07-19
14406,Retail,679.2,Direct Sales,Netherlands,2009-09-11
17803,Retail,659.28,Online,,2009-01-28
17207,Wholesale,4270.84,Direct Sales,Germany,2009-10-10
15405,Corporate,3639.79,Direct Sales,UK,2009-06-17
12730,Retail,1080.67,Trade Show,,2009-06-09
13940,Wholesale,3358.62,Direct Sales,UK,2009-11-15
14944,Corporate,12401.79,Online,UK,2009-01-17
18251,Retail,1146.68,Online,UK,2009-03-14
13486,Retail,,Direct Sales,EIRE,2009-11-13
17669,Retail,514.05,Online,UK,2009-04-27
17703,Retail,873.77,Direct Sales,Germany,2009-10-26
12482,Wholesale,,Trade Show,UK,2009-03-10
12872,Wholesale,,Partner,UK,2009-07-09
12880,retail,418.34,Referral,France,2009-12-13
15201,Retail,576.43,Online,UK,2009-07-12
15024,Corporate,2108.61,Online,Other Europe,2009-07-18
17468,Retail,,Trade Show,UK,2009-04-01
14962,Wholesale,2976.46,Online,UK,2009-05-19
15943,Wholesale,2059.7,Online,EIRE,2009-02-13
17632,Wholesale,4813.73,Referral,Germany,2009-12-05
12477,Corporate,12033.87,Direct Sales,UK,2009-10-18
15809,Corporate,13057.54,Online,UK,2009-08-16
17968,Retail,1047.22,Online,EIRE,2009-09-16
12752,Retail,626.29,Referral,,2009-09-09
13765,Corporate,5576.29,Direct Sales,UK,2009-10-01
17999,retail,619.05,Online,UK,2009-03-05
15692,retail,,Partner,UK,2009-04-17
15995,Corporate,,Direct Sales,UK,2009-09-24
17787,Retail,603.08,Partner,UK,2009-03-22
17021,Retail,143.69,Online,UK,2009-01-20
16064,Wholesale,4837.95,Trade Show,UK,2009-08-06
18125,Corporate,7491.8,Partner,Germany,2009-03-21
13171,Retail,1132.11,Online,UK,2009-01-04
12853,Retail,436.19,Online,UK,2009-09-03
12537,Retail,973.8,Referral,France,2009-09-19
17542,Retail,162.25,Direct Sales,UK,2009-08-24
17969,retail,440.2,Direct Sales,Germany,2009-07-09
14933,retail,802.37,Direct Sales,UK,2009-08-06
17022,Retail,1052.03,Online,Germany,2009-02-11
14581,Retail,163.33,Trade Show,UK,2009-02-05
13022,Retail,75.95,Partner,UK,2009-08-30
13084,Retail,648.27,Direct Sales,UK,2009-05-11
12510,Retail,497.04,Partner,Netherlands,2009-06-18
16666,Corporate,14119.47,Online,France,2009-12-14
14225,Retail,926.5,Online,UK,2009-08-27
17670,Retail,,Direct Sales,UK,2009-12-07
17494,corporate,11967.99,Online,UK,2009-03-19
15737,Retail,375.98,Online,UK,2009-03-06
18255,Retail,187.72,Online,UK,2009-05-08
16601,Retail,982.58,Partner,UK,2009-02-23
15606,Retail,261.89,Online,Germany,2009-02-09
14198,Retail,1128.77,Online,Germany,2009-02-01
14665,Retail,1018.92,Online,France,2009-11-27
15712,Corporate,8067.01,Online,UK,2009-12-01
14316,Retail,292.38,Online,EIRE,2009-12-24
13842,Retail,499.56,Direct Sales,Netherlands,2009-08-26
15598,Retail,120.4,Direct Sales,UK,2009-05-17
13030,Wholesale,1791.23,Direct Sales,EIRE,2009-09-25
12656,RETAIL,628.2,Direct Sales,,2009-02-19
13817,Retail,632.53,Online,UK,2009-07-12
17410,retail,1045.59,Online,EIRE,2009-07-08
16623,Retail,125.47,Direct Sales,EIRE,2009-11-07
12590,Wholesale,1995.63,Online,UK,2009-08-19
15641,Retail,808.64,Online,UK,2009-03-11
17753,Retail,202.11,Direct Sales,UK,2009-04-07
12836,Wholesale,3031.43,Partner,Other Europe,2009-12-04
15338,Corporate,8560.28,Direct Sales,UK,2009-06-26
16272,Corporate,9482.14,Referral,,2009-08-29
16612,Wholesale,1350.09,Direct Sales,EIRE,2009-06-01
16267,Corporate,7617.51,Online,UK,2009-05-29
13019,Wholesale,3522.58,Direct Sales,EIRE,2009-09-16
12779,retail,1069.0,Referral,EIRE,2009-08-20
17926,corporate,11752.09,Direct Sales,UK,2009-05-31
16490,Retail,400.48,Partner,EIRE,2009-12-26
16590,Corporate,10815.59,Online,UK,2009-04-27
16647,Retail,,Online,UK,2009-03-07
18254,Retail,772.78,Direct Sales,UK,2009-07-24
13698,Corporate,2273.12,Referral,EIRE,2009-05-17
17314,Retail,808.34,Online,Germany,2009-12-03
14213,Retail,345.5,Online,UK,2009-07-17
15317,Wholesale,2977.96,Direct Sales,France,2009-01-24
15035,Retail,674.99,Partner,France,2009-05-20
16130,Retail,1025.43,Direct Sales,UK,2009-12-17
15258,Corporate,11797.66,Direct Sales,UK,2009-08-20
13640,Wholesale,1665.15,Online,Germany,2009-01-06
14171,Retail,202.96,Partner,UK,2009-01-26
13022,Retail,75.95,Partner,UK,2009-08-30
17497,Wholesale,888.83,Online,UK,2009-02-17
12635,Retail,594.45,Referral,UK,2009-08-03
17590,Retail,,Direct Sales,UK,2009-11-24
16475,Corporate,5665.18,Partner,EIRE,2009-01-27
18183,Retail,340.56,Partner,UK,2009-01-26
16758,Wholesale,3721.85,Online,UK,2009-04-24
14231,Retail,787.82,Online,UK,2009-01-03
13962,Retail,275.67,Referral,UK,2009-07-29
14725,RETAIL,587.5,Direct Sales,UK,2009-09-15
12995,Retail,986.34,Direct Sales,UK,2009-08-10
17083,Corporate,11956.16,Online,UK,2009-12-27
12725,Retail,735.7,Online,Germany,2009-12-09
12350,Retail,864.98,Direct Sales,France,2009-11-10
12462,Retail,762.36,Direct Sales,UK,2009-06-16
17229,Corporate,2867.75,Direct Sales,UK,2009-06-02
15894,Retail,274.01,Online,EIRE,2009-09-03
13885,RETAIL,807.68,Online,,2009-11-26
17636,Retail,787.93,Referral,EIRE,2009-05-17
15209,Retail,698.48,Online,UK,2009-04-27
14234,Corporate,8609.28,Partner,UK,2009-08-04
17257,Retail,736.68,Online,EIRE,2009-07-19
13090,Wholesale,885.43,Referral,Other Europe,2009-07-06
12998,Retail,1134.43,Online,UK,2009-01-13
15390,Corporate,6344.8,Direct Sales,France,2009-10-31
16483,Retail,598.11,Direct Sales,UK,2009-07-20
16382,Retail,963.25,Trade Show,UK,2009-07-03
12799,Corporate,6766.29,Online,UK,2009-04-30
16784,Retail,1145.1,Online,UK,2009-05-06
15688,Retail,133.06,Trade Show,UK,2009-06-30
14157,Corporate,3639.43,Online,Other Europe,2009-01-10
16768,Retail,141.17,Trade Show,Netherlands,2009-12-13
18257,Retail,703.51,Direct Sales,Other Europe,2009-06-11
13059,Retail,785.08,Direct Sales,UK,2009-11-29
17403,Corporate,3229.23,Trade Show,UK,2009-12-03
17899,corporate,8683.05,Online,EIRE,2009-06-12
16372,Corporate,12429.56,Trade Show,EIRE,2009-04-29
18094,Retail,502.59,Direct Sales,France,2009-08-16
13148,Wholesale,4792.24,Referral,UK,2009-03-13
17364,Retail,75.38,Online,France,2009-10-22
15635,retail,359.49,Referral,UK,2009-06-20
14374,Wholesale,4419.74,Online,Other Europe,2009-04-15
15408,Retail,780.43,Online,UK,2009-03-16
13470,Retail,,Partner,UK,2009-09-19
12516,Retail,1108.05,Online,Germany,2009-02-02
15575,Retail,990.5,Direct Sales,France,2009-02-02
12707,Wholesale,,Online,UK,2009-12-12
14298,Corporate,10991.52,Online,UK,2009-05-17
15132,Retail,206.69,Online,UK,2009-03-03
16747,Retail,,Trade Show,UK,2009-12-11
15784,Retail,570.75,Online,UK,2009-01-02
17190,Wholesale,2902.6,Online,UK,2009-04-05
14593,Retail,118.56,Trade Show,UK,2009-12-07
17232,Corporate,,Trade Show,Netherlands,2009-05-24
18069,RETAIL,737.33,Referral,UK,2009-04-19
17151,Wholesale,3033.86,Trade Show,Netherlands,2009-03-08
17073,Retail,309.76,Trade Show,EIRE,2009-06-14
16871,Retail,1121.95,Online,,2009-01-13
14302,Retail,,Partner,UK,2009-01-27
13329,retail,823.38,Online,France,2009-02-08
14838,Retail,523.0,Referral,,2009-02-13
13856,Retail,530.68,Direct Sales,UK,2009-06-03
16427,Wholesale,1814.33,Online,France,2009-11-15
15538,Retail,412.98,Referral,UK,2009-06-25
15102,retail,454.47,Direct Sales,Netherlands,2009-08-23
16552,Corporate,3563.52,Direct Sales,France,2009-10-17
12952,Retail,620.65,Partner,EIRE,2009-05-10
15498,Wholesale,4401.63,Referral,UK,2009-03-19
12479,Wholesale,1703.02,Direct Sales,Netherlands,2009-05-23
16332,Retail,369.15,Direct Sales,Other Europe,2009-04-15
14539,Wholesale,1218.85,Online,UK,2009-04-21
16462,Corporate,6553.54,Online,,2009-06-10
18083,Retail,170.36,Direct Sales,UK,2009-01-08
16699,Retail,486.98,Referral,UK,2009-10-31
15095,Retail,277.19,Direct Sales,UK,2009-03-20
16100,Retail,357.29,Online,UK,2009-10-06
14446,retail,938.08,Online,EIRE,2009-09-06
12588,RETAIL,224.12,Online,Germany,2009-05-25
14179,Corporate,4987.74,Referral,UK,2009-06-23
17312,Wholesale,2828.16,Online,UK,2009-05-13
14809,Retail,996.06,Trade Show,France,2009-11-10
15560,Retail,682.07,Online,UK,2009-09-12
16844,Retail,439.12,Referral,UK,2009-03-01
14968,Wholesale,1262.07,Referral,UK,2009-07-16
14400,Corporate,3876.06,Online,UK,2009-03-05
13933,RETAIL,332.61,Referral,France,2009-10-16
16917,Corporate,7338.87,Online,Germany,2009-05-31
15711,Retail,713.33,Direct Sales,France,2009-11-22
18088,Corporate,12150.21,Referral,UK,2009-02-04
14802,Retail,617.23,Trade Show,UK,2009-04-19
17527,Retail,,Online,Netherlands,2009-04-06
14474,Corporate,7377.65,Direct Sales,UK,2009-01-06
12985,RETAIL,,Online,EIRE,2009-04-22
16390,Retail,,Referral,UK,2009-11-14
14388,Wholesale,3856.05,Referral,EIRE,2009-05-02
15257,Wholesale,3507.82,Online,UK,2009-02-06
14608,Wholesale,2191.68,Online,UK,2009-10-30
12993,Retail,931.18,Trade Show,UK,2009-12-25
18227,Retail,755.41,Online,France,2009-05-12
12970,Retail,161.14,Online,UK,2009-11-29
16991,Retail,640.45,Online,UK,2009-03-24
15291,Retail,1186.68,Direct Sales,UK,2009-06-27
13507,Retail,440.08,Partner,UK,2009-09-22
13654,Retail,1010.19,Referral,UK,2009-09-19
18027,Retail,588.03,Direct Sales,Germany,2009-08-20
16576,Corporate,14090.07,Online,Germany,2009-04-08
17775,Retail,446.18,Partner,UK,2009-02-19
17134,Corporate,4562.38,Trade Show,Netherlands,2009-04-03
14709,Retail,723.43,Online,UK,2009-03-19
17761,corporate,3331.13,Online,UK,2009-04-04
17728,corporate,5331.8,Direct Sales,Other Europe,2009-05-09
14464,Retail,583.53,Referral,UK,2009-09-01
13110,Retail,915.26,Trade Show,France,2009-08-24
16879,RETAIL,545.63,Partner,UK,2009-08-21
15262,Corporate,4374.13,Trade Show,UK,2009-01-07
16190,Retail,1054.0,Online,UK,2009-11-14
17182,Retail,150.56,Referral,Other Europe,2009-06-28
13954,Retail,163.27,Trade Show,UK,2009-06-24
15048,Corporate,10295.21,Online,UK,2009-11-07
13565,Corporate,3023.08,Online,,2009-01-08
16680,Corporate,5945.55,Online,Germany,2009-01-13
17303,Corporate,6116.9,Partner,UK,2009-12-06
16898,Retail,1063.88,Direct Sales,UK,2009-10-30
17202,Wholesale,2171.81,Referral,UK,2009-07-22
14082,Wholesale,1065.7,Partner,Other Europe,2009-07-25
14401,Corporate,11364.99,Online,UK,2009-11-17
16683,Retail,540.27,Referral,UK,2009-08-21
14543,Corporate,14455.53,Direct Sales,Germany,2009-01-04
13942,Retail,1155.85,Trade Show,UK,2009-01-17
13196,Retail,1142.82,Referral,UK,2009-08-16
16000,Corporate,2121.48,Direct Sales,France,2009-08-25
14054,RETAIL,557.38,Partner,UK,2009-09-03
13212,RETAIL,1054.68,Direct Sales,UK,2009-07-16
17344,RETAIL,1061.72,Online,France,2009-02-23
13309,Corporate,,Online,UK,2009-02-10
14187,Retail,718.11,Referral,Germany,2009-07-17
14790,Retail,630.12,Online,Netherlands,2009-05-06
15112,Retail,346.96,Direct Sales,UK,2009-11-27
13083,Retail,,Referral,UK,2009-10-17
14487,Retail,723.74,Online,,2009-02-03
17828,Retail,351.43,Partner,UK,2009-04-08
13570,retail,,Referral,Germany,2009-07-21
12457,Retail,,Online,UK,2009-02-01
16425,Retail,546.58,Online,France,2009-11-22
15957,Wholesale,900.31,Online,France,2009-11-23
15423,Retail,791.92,Direct Sales,UK,2009-09-28
13736,Corporate,8060.36,Partner,Netherlands,2009-03-03
15223,RETAIL,79.54,Trade Show,UK,2009-02-12
17613,Retail,850.65,Referral,France,2009-07-10
12552,retail,135.96,Referral,France,2009-08-16
14893,Retail,234.99,Partner,UK,2009-01-23
15750,Retail,709.0,Trade Show,Netherlands,2009-01-25
15071,Retail,644.7,Partner,UK,2009-01-25
16432,Retail,1019.94,Online,Netherlands,2009-05-23
17000,Retail,443.22,Direct Sales,UK,2009-01-12
15650,Retail,,Partner,UK,2009-01-24
13028,Corporate,13690.25,Referral,,2009-03-29
15026,Retail,610.59,Direct Sales,UK,2009-07-31
14147,Retail,173.08,Referral,UK,2009-03-05
17146,Retail,112.8,Direct Sales,Netherlands,2009-03-23
17863,RETAIL,995.12,Online,UK,2009-01-04
14630,Wholesale,4827.9,Referral,UK,2009-06-09
15158,Retail,534.29,Online,UK,2009-04-06
12962,Wholesale,1353.6,Referral,Other Europe,2009-12-25
14863,corporate,12042.47,Online,France,2009-05-10
16978,Corporate,9399.68,Referral,UK,2009-08-04
15047,Retail,,Online,UK,2009-09-02
12727,Retail,169.96,Direct Sales,UK,2009-12-27
13673,Retail,120.73,Online,Netherlands,2009-01-02
15703,Retail,,Online,UK,2009-09-16
17412,Retail,159.67,Trade Show,UK,2009-06-13
15149,retail,599.55,Referral,,2009-03-25
14569,Retail,1011.49,Online,UK,2009-01-21
15250,Wholesale,1487.19,Direct Sales,Germany,2009-09-14
15854,Corporate,11549.91,Trade Show,UK,2009-04-28
15245,Wholesale,1500.51,Referral,UK,2009-11-16
15379,Corporate,6495.77,Online,UK,2009-05-21
17436,Corporate,3048.0,Online,UK,2009-02-28
14066,Retail,869.49,Referral,Other Europe,2009-12-30
14940,Wholesale,4217.64,Online,Netherlands,2009-09-29
15377,Wholesale,2826.18,Referral,Other Europe,2009-03-13
18282,Wholesale,4353.7,Online,UK,2009-06-02
17867,Corporate,6871.39,Direct Sales,Other Europe,2009-01-05
16777,Corporate,4261.53,Direct Sales,UK,2009-11-27
18014,Retail,854.67,Direct Sales,UK,2009-09-09
14124,Corporate,3212.74,Trade Show,EIRE,2009-06-18
16317,Retail,530.36,Referral,UK,2009-05-08
13223,Corporate,5171.94,Online,Germany,2009-09-01
14873,Retail,373.7,Online,Other Europe,2009-09-02
18173,Retail,324.09,Partner,UK,2009-03-17
12953,Retail,221.81,Direct Sales,UK,2009-05-27
12742,Wholesale,4935.22,Referral,UK,2009-05-20
18260,Retail,527.42,Trade Show,UK,2009-08-21
13511,Retail,493.96,Partner,Other Europe,2009-09-17
17158,Retail,,Direct Sales,UK,2009-09-14
13519,retail,573.19,Partner,UK,2009-02-04
15559,RETAIL,142.07,Direct Sales,UK,2009-05-10
16337,Retail,590.79,Referral,UK,2009-04-26
16407,Corporate,12876.06,Direct Sales,UK,2009-03-05
17627,Retail,983.65,Referral,UK,2009-05-14
14918,Wholesale,4380.68,Partner,UK,2009-10-28
14677,Wholesale,3402.25,Partner,UK,2009-06-23
14240,Retail,,Referral,UK,2009-01-29
12757,corporate,3313.37,Direct Sales,Netherlands,2009-12-02
15375,Retail,240.32,Direct Sales,France,2009-05-18
12600,Corporate,13376.74,Direct Sales,UK,2009-03-31
17008,Retail,,Online,Germany,2009-07-20
17252,Retail,,Online,UK,2009-11-13
15208,Corporate,8949.21,Direct Sales,UK,2009-11-22
13686,Corporate,8443.5,Online,UK,2009-10-02
16361,Retail,,Partner,EIRE,2009-12-02
14609,Retail,668.95,Online,UK,2009-03-29
14020,Retail,1106.3,Referral,France,2009-03-22
16806,Retail,311.95,Online,UK,2009-11-27
12990,RETAIL,646.12,Partner,UK,2009-03-19
13400,Wholesale,3588.85,Partner,UK,2009-02-25
16501,Retail,165.87,Trade Show,UK,2009-06-23
17349,Retail,418.02,Online,UK,2009-03-10
16365,Corporate,10773.61,Direct Sales,UK,2009-10-15
15783,Retail,266.25,Trade Show,UK,2009-02-20
12655,Retail,1104.14,Online,EIRE,2009-08-26
17657,Retail,,Referral,UK,2009-01-13
16147,Corporate,14049.8,Online,France,2009-12-07
13255,Wholesale,2891.38,Online,,2009-09-09
15948,Retail,1078.21,Online,France,2009-12-05
15368,Retail,938.4,Online,Netherlands,2009-06-25
15260,Retail,889.75,Partner,EIRE,2009-03-03
14000,Retail,808.43,Referral,Germany,2009-06-27
15609,Retail,878.48,Trade Show,Other Europe,2009-02-10
13378,Retail,1197.04,Online,UK,2009-11-09
17615,Corporate,12862.43,Online,UK,2009-10-08
12681,Retail,843.87,Direct Sales,EIRE,2009-09-09
17943,Retail,549.71,Referral,Netherlands,2009-05-13
16320,Wholesale,3641.79,Online,UK,2009-01-16
15789,Retail,958.6,Online,Germany,2009-06-12
17620,Retail,59.32,Online,France,2009-06-09
12567,Retail,324.03,Referral,Germany,2009-08-18
13802,Corporate,,Trade Show,Other Europe,2009-04-23
15990,Retail,872.62,Trade Show,Netherlands,2009-05-23
15506,Retail,899.32,Online,UK,2009-12-13
14666,Retail,849.66,Online,Netherlands,2009-01-29
15099,Retail,981.26,Referral,France,2009-06-30
13641,Retail,1158.0,Direct Sales,UK,2009-12-09
16496,Corporate,6677.72,Online,UK,2009-08-20
13080,Corporate,5506.65,Online,UK,2009-04-21
13004,Retail,,Trade Show,Germany,2009-10-31
17062,Retail,1086.04,Trade Show,,2009-05-15
17991,Corporate,11908.44,Online,UK,2009-10-03
14451,retail,1014.96,Partner,UK,2009-05-20
13664,Retail,261.65,Referral,UK,2009-10-31
15415,Wholesale,4468.93,Direct Sales,France,2009-04-07
14333,Retail,864.57,Referral,UK,2009-07-24
17301,RETAIL,,Online,UK,2009-12-07
13203,Corporate,13386.76,Direct Sales,Germany,2009-10-09
17610,retail,182.42,Direct Sales,UK,2009-12-06
15023,Corporate,5663.73,Online,UK,2009-07-06
15324,Retail,257.18,Online,UK,2009-05-12
13627,Corporate,13832.55,Direct Sales,UK,2009-12-18
15438,RETAIL,379.66,Partner,France,2009-01-01
