ticket_id,customer_id,location_id,ticket_date,issue_category,priority,resolution_days,sla_breached,csat_score,status
TKT-05555,17938,LOC_03,2011-12-13,Product Defect,Medium,11.3,1.0,3,Resolved
TKT-05556,13087,LOC_07,2010-06-16,refund,Medium,8.7,1.0,2,Resolved
TKT-05557,15535,LOC_07,2010-03-08,Billing,Critical,8.5,1.0,1,Resolved
TKT-05558,13185,LOC_03,2011-10-24,refund,High,9.4,1.0,3,Resolved
TKT-05559,12854,LOC_02,2011-12-05,Delivery Delay,Medium,4.3,1.0,2,Escalated
TKT-05560,15390,LOC_06,2010-03-21,Login Issue,Medium,1.6,0.0,,Escalated
TKT-05561,17610,LOC_04,2010-08-23,Product Defect,High,5.0,1.0,,Open
TKT-05562,16641,LOC_05,2010-06-25,Late Delivery,Medium,2.9,1.0,4,Escalated
TKT-05563,17741,LOC_05,2010-07-24,Account Access,Medium,1.6,0.0,4,Escalated
TKT-05564,12895,LOC_05,2011-02-02,Product Defect,High,4.0,1.0,4,Resolved
TKT-05565,14995,LOC_05,2011-11-03,Account Access,Low,2.2,1.0,2,Resolved
TKT-05566,16267,LOC_07,2010-10-23,General Enquiry,Critical,4.7,1.0,2,Resolved
TKT-05567,13558,LOC_07,2010-07-23,billing issue,Critical,,,,Open
TKT-05568,17788,LOC_01,2010-06-03,Product Defect,Medium,3.5,1.0,3,Resolved
TKT-05569,15613,LOC_05,2011-11-17,General Enquiry,Critical,1.0,0.0,4,Resolved
TKT-05570,12469,LOC_03,2011-06-06,Login Issue,High,4.9,1.0,3,Escalated
TKT-05571,16920,LOC_03,2011-10-01,General Enquiry,Critical,1.2,0.0,4,Resolved
TKT-05572,18176,LOC_05,2011-03-21,General Enquiry,Critical,1.5,0.0,3,Resolved
TKT-05573,12912,LOC_04,2010-06-13,delivery delay,Low,4.2,1.0,,Escalated
TKT-05574,16584,LOC_07,2011-12-25,Billing,Low,12.2,1.0,2,Open
TKT-05575,15409,LOC_01,2010-11-21,Delivery Delay,Low,,,,Escalated
TKT-05576,12919,LOC_03,2011-12-27,Delivery Delay,Low,6.2,1.0,1,Resolved
TKT-05577,17895,LOC_01,2010-04-10,Billing Issue,Medium,,,,Open
TKT-05578,12673,LOC_07,2011-12-16,General Enquiry,Medium,4.5,1.0,,Resolved
TKT-05579,13975,LOC_08,2011-11-21,Defective Product,Medium,5.7,1.0,3,Resolved
TKT-05580,15784,LOC_05,2010-04-16,billing issue,Medium,9.5,1.0,2,Resolved
TKT-05581,16243,LOC_05,2011-12-01,Account Access,Low,3.2,1.0,,Resolved
TKT-05582,17403,LOC_01,2010-11-15,delivery delay,Low,5.2,1.0,3,Resolved
TKT-05583,12764,LOC_04,2010-06-07,Billing Issue,Low,5.4,1.0,1,Resolved
TKT-05584,14303,LOC_04,2011-07-06,Billing,High,,,,Resolved
TKT-05585,13217,LOC_01,2010-05-15,refund,Critical,8.9,1.0,,Resolved
TKT-05586,15841,LOC_07,2011-12-20,Login Issue,Low,4.3,1.0,4,Open
TKT-05587,13837,LOC_03,2011-06-25,Delivery Delay,Medium,4.7,1.0,3,Resolved
TKT-05588,13424,LOC_06,2010-01-21,Refund Request,High,8.4,1.0,,Resolved
TKT-05589,16424,LOC_03,2011-06-18,Billing Issue,Medium,6.0,1.0,2,Resolved
TKT-05590,16044,LOC_08,2010-06-04,Delivery Delay,High,5.4,1.0,1,Escalated
TKT-05591,15832,LOC_02,2011-10-06,Billing,Critical,8.3,1.0,2,Resolved
TKT-05592,14794,LOC_01,2010-08-07,Billing Issue,Low,5.6,1.0,,Resolved
TKT-05593,15174,LOC_08,2011-11-07,Defective Product,Low,6.6,1.0,1,Resolved
TKT-05594,17401,LOC_02,2010-03-02,refund,Medium,9.0,1.0,,Resolved
TKT-05595,16983,LOC_05,2011-11-06,Billing Issue,Medium,4.2,1.0,4,Resolved
TKT-05596,15361,LOC_03,2010-08-08,billing issue,Low,7.3,1.0,1,Escalated
TKT-05597,12711,LOC_05,2010-04-14,General Enquiry,Critical,1.7,0.0,4,Resolved
TKT-05598,12836,LOC_05,2010-07-25,Delivery Delay,High,4.1,1.0,3,Resolved
TKT-05599,16161,LOC_06,2010-11-25,Account Access,Low,1.3,0.0,4,Resolved
TKT-05600,13617,LOC_01,2010-10-27,Account Access,High,3.2,1.0,3,Resolved
TKT-05601,14312,LOC_07,2011-05-02,delivery delay,High,6.1,1.0,2,Resolved
TKT-05602,15413,LOC_04,2010-02-08,Delivery Delay,Medium,6.1,1.0,,Resolved
TKT-05603,13297,LOC_04,2011-06-21,Delivery Delay,Low,5.9,1.0,3,Open
TKT-05604,14863,LOC_03,2010-03-09,Refund Request,High,7.6,1.0,2,Resolved
TKT-05605,12968,LOC_08,2011-05-15,Late Delivery,Low,6.9,1.0,2,Resolved
TKT-05606,13408,LOC_07,2011-11-08,Defective Product,Medium,6.0,1.0,2,Resolved
TKT-05607,18004,LOC_03,2011-04-07,Login Issue,Low,,,,Resolved
TKT-05608,18105,LOC_07,2011-03-19,Defective Product,Critical,12.1,1.0,1,Resolved
TKT-05609,14759,LOC_03,2010-10-25,General Enquiry,Low,3.8,1.0,2,Resolved
TKT-05610,15693,LOC_07,2011-02-23,refund,Low,12.6,1.0,1,Open
TKT-05611,14642,LOC_01,2010-02-17,Delivery Delay,High,4.7,1.0,2,Resolved
TKT-05612,16070,LOC_03,2011-04-23,Defective Product,Low,9.3,1.0,1,Resolved
TKT-05613,15386,LOC_03,2010-12-20,Login Issue,Low,3.8,1.0,3,Resolved
TKT-05614,13876,LOC_07,2010-11-23,Delivery Delay,Low,7.0,1.0,2,Resolved
TKT-05615,13760,LOC_02,2010-12-26,Account Access,Medium,3.1,1.0,3,Resolved
TKT-05616,16765,LOC_03,2011-11-05,Billing Issue,Low,15.4,1.0,3,Escalated
TKT-05617,18225,LOC_06,2011-01-09,General Enquiry,Medium,1.9,0.0,4,Resolved
TKT-05618,16378,LOC_01,2010-02-15,refund,High,5.4,1.0,1,Resolved
TKT-05619,13044,LOC_02,2010-10-22,Billing,Low,9.1,1.0,3,Resolved
TKT-05620,13875,LOC_07,2010-06-20,General Enquiry,High,2.3,1.0,,Resolved
TKT-05621,17021,LOC_07,2010-12-27,Billing Issue,High,8.0,1.0,,Resolved
TKT-05622,14219,LOC_06,2010-12-03,Product Defect,High,6.2,1.0,1,Open
TKT-05623,13367,LOC_04,2011-07-24,Account Access,Medium,2.0,0.0,4,Resolved
TKT-05624,17809,LOC_01,2010-08-15,General Enquiry,Medium,2.6,1.0,,Resolved
TKT-05625,15758,LOC_07,2011-08-15,delivery delay,High,8.2,1.0,2,Resolved
TKT-05626,12829,LOC_01,2010-10-21,Login Issue,Low,2.2,1.0,4,Open
TKT-05627,15745,LOC_03,2011-09-10,Billing,Medium,,,,Escalated
TKT-05628,15910,LOC_01,2010-09-26,Billing Issue,Low,5.6,1.0,2,Resolved
TKT-05629,17860,LOC_06,2010-12-25,Billing Issue,Low,,,,Resolved
TKT-05630,14394,LOC_04,2010-12-14,refund,High,4.1,1.0,2,Resolved
TKT-05631,12391,LOC_08,2010-10-07,Billing,Medium,6.1,1.0,2,Resolved
TKT-05632,17387,LOC_01,2010-07-16,Billing Issue,Medium,6.4,1.0,2,Resolved
TKT-05633,16232,LOC_07,2011-05-12,General Enquiry,Low,3.6,1.0,2,Open
TKT-05634,14331,LOC_04,2010-11-22,Delivery Delay,Medium,3.0,1.0,4,Resolved
TKT-05635,16620,LOC_03,2010-01-13,Product Defect,Low,8.5,1.0,2,Resolved
TKT-05636,18284,LOC_05,2011-11-14,Refund Request,Critical,8.1,1.0,,Resolved
TKT-05637,18105,LOC_07,2011-08-05,billing issue,Low,12.7,1.0,1,Resolved
TKT-05638,13094,LOC_03,2011-08-01,Late Delivery,High,10.1,1.0,2,Resolved
TKT-05639,17284,LOC_02,2011-10-22,refund,Critical,8.2,1.0,1,Resolved
TKT-05640,17353,LOC_08,2010-04-18,refund,Low,8.5,1.0,2,Resolved
TKT-05641,13537,LOC_03,2010-02-21,Login Issue,Low,5.1,1.0,3,Resolved
TKT-05642,13015,LOC_08,2011-11-09,Product Defect,High,4.2,1.0,2,Escalated
TKT-05643,16623,LOC_07,2011-12-17,General Enquiry,High,1.1,0.0,3,Resolved
TKT-05644,17135,LOC_06,2010-08-27,refund,Low,4.1,1.0,2,Resolved
TKT-05645,13659,LOC_01,2010-11-05,Refund Request,High,7.9,1.0,2,Escalated
TKT-05646,16421,LOC_03,2010-08-26,billing issue,High,11.3,1.0,1,Open
TKT-05647,17170,LOC_04,2010-12-21,Refund Request,Medium,,,,Resolved
TKT-05648,15109,LOC_03,2011-04-23,Refund Request,Critical,12.4,1.0,2,Resolved
TKT-05649,16776,LOC_01,2010-09-03,Account Access,Medium,1.7,0.0,5,Resolved
TKT-05650,17426,LOC_03,2011-05-15,Account Access,Medium,2.3,1.0,3,Resolved
TKT-05651,13134,LOC_01,2011-01-09,Defective Product,Low,3.8,1.0,,Escalated
TKT-05652,15341,LOC_03,2010-07-24,Refund Request,Critical,8.7,1.0,3,Open
TKT-05653,14173,LOC_01,2011-03-02,Login Issue,Low,1.6,0.0,5,Resolved
TKT-05654,17434,LOC_07,2010-06-14,Late Delivery,Low,9.0,1.0,2,Resolved
TKT-05655,13866,LOC_06,2011-08-14,billing issue,High,4.1,1.0,2,Resolved
TKT-05656,14409,LOC_08,2010-06-08,General Enquiry,Low,1.2,0.0,5,Open
TKT-05657,12369,LOC_03,2010-06-23,General Enquiry,Medium,2.3,1.0,,Resolved
TKT-05658,18017,LOC_07,2011-08-09,Product Defect,Low,8.4,1.0,1,Resolved
TKT-05659,13685,LOC_05,2011-09-06,General Enquiry,Low,2.5,1.0,2,Open
TKT-05660,13376,LOC_05,2011-12-13,delivery delay,Medium,2.2,1.0,2,Resolved
TKT-05661,13018,LOC_04,2010-05-25,Billing Issue,Medium,8.4,1.0,,Open
TKT-05662,13028,LOC_07,2010-12-15,Refund Request,High,12.4,1.0,,Resolved
TKT-05663,18079,LOC_01,2010-12-04,General Enquiry,Medium,2.4,1.0,3,Resolved
TKT-05664,12742,LOC_01,2011-02-12,Refund Request,Medium,8.2,1.0,3,Resolved
TKT-05665,16834,LOC_01,2010-05-01,Billing Issue,Medium,8.2,1.0,2,Resolved
TKT-05666,16933,LOC_03,2010-04-26,Billing Issue,Low,8.6,1.0,3,Open
TKT-05667,14113,LOC_05,2011-01-22,Account Access,Low,3.3,1.0,2,Resolved
TKT-05668,14221,LOC_05,2011-06-21,Login Issue,High,1.5,0.0,5,Resolved
TKT-05669,13135,LOC_06,2010-08-24,Delivery Delay,Medium,4.2,1.0,4,Resolved
TKT-05670,16794,LOC_03,2011-02-22,Product Defect,Low,9.8,1.0,,Escalated
TKT-05671,16765,LOC_06,2011-11-20,General Enquiry,Low,3.0,1.0,3,Resolved
TKT-05672,15434,LOC_01,2010-06-19,Product Defect,High,7.5,1.0,1,Resolved
TKT-05673,16581,LOC_01,2011-11-03,billing issue,Critical,9.7,1.0,2,Resolved
TKT-05674,12937,LOC_06,2010-01-27,General Enquiry,High,2.0,0.0,,Resolved
TKT-05675,13727,LOC_06,2010-12-24,Defective Product,Medium,,,,Resolved
TKT-05676,17217,LOC_05,2010-08-09,delivery delay,High,2.2,1.0,4,Resolved
TKT-05677,16440,LOC_02,2011-08-17,Billing Issue,Medium,8.0,1.0,3,Resolved
TKT-05678,18260,LOC_08,2011-09-09,Product Defect,Medium,4.3,1.0,2,Escalated
TKT-05679,18032,LOC_07,2011-07-06,Account Access,High,5.1,1.0,2,Resolved
TKT-05680,12980,LOC_04,2011-08-26,Account Access,Medium,1.3,0.0,4,Resolved
TKT-05681,14866,LOC_08,2011-07-25,Defective Product,High,3.3,1.0,3,Escalated
TKT-05682,15337,LOC_03,2010-07-01,Account Access,Low,3.1,1.0,2,Open
TKT-05683,14978,LOC_04,2010-11-20,Late Delivery,Low,5.4,1.0,2,Resolved
TKT-05684,15426,LOC_08,2010-04-07,Account Access,High,3.2,1.0,3,Escalated
TKT-05685,15182,LOC_04,2011-01-27,Billing Issue,Medium,6.2,1.0,1,Resolved
TKT-05686,14151,LOC_04,2011-03-05,Billing,Medium,9.3,1.0,2,Resolved
TKT-05687,15307,LOC_01,2010-02-26,General Enquiry,Medium,2.5,1.0,4,Resolved
TKT-05688,17808,LOC_02,2011-03-20,Delivery Delay,Critical,,,,Resolved
TKT-05689,13367,LOC_02,2011-12-01,Delivery Delay,High,6.4,1.0,1,Resolved
TKT-05690,12812,LOC_05,2010-02-18,Billing Issue,Medium,9.4,1.0,3,Escalated
TKT-05691,14173,LOC_03,2010-04-22,Late Delivery,Medium,7.9,1.0,2,Resolved
TKT-05692,15045,LOC_01,2010-12-02,Billing Issue,Medium,6.5,1.0,,Open
TKT-05693,14822,LOC_04,2010-06-10,Defective Product,High,3.6,1.0,4,Resolved
TKT-05694,13069,LOC_06,2011-10-19,General Enquiry,High,1.2,0.0,,Escalated
TKT-05695,17867,LOC_07,2010-06-24,Login Issue,Low,4.3,1.0,2,Resolved
TKT-05696,16012,LOC_07,2010-10-16,Billing Issue,Medium,13.5,1.0,2,Resolved
TKT-05697,16668,LOC_04,2010-10-07,Delivery Delay,Low,3.7,1.0,3,Escalated
TKT-05698,15560,LOC_03,2011-01-14,Billing,Medium,11.1,1.0,2,Resolved
TKT-05699,15133,LOC_06,2010-01-13,Billing Issue,Low,4.7,1.0,3,Resolved
TKT-05700,16761,LOC_01,2011-10-05,billing issue,High,7.2,1.0,1,Escalated
TKT-05701,16205,LOC_05,2011-11-03,General Enquiry,Medium,1.0,0.0,5,Open
TKT-05702,16271,LOC_03,2010-05-08,delivery delay,High,6.7,1.0,2,Resolved
TKT-05703,16674,LOC_04,2010-04-07,Late Delivery,Critical,6.3,1.0,3,Resolved
TKT-05704,12563,LOC_03,2010-04-21,Defective Product,Critical,7.7,1.0,1,Open
TKT-05705,16107,LOC_01,2011-08-10,Account Access,Low,1.5,0.0,4,Resolved
TKT-05706,14521,LOC_03,2010-10-06,Login Issue,Medium,4.8,1.0,,Resolved
TKT-05707,15057,LOC_03,2010-12-27,General Enquiry,Medium,2.7,1.0,3,Open
TKT-05708,16298,LOC_08,2011-03-23,Delivery Delay,High,6.0,1.0,2,Resolved
TKT-05709,13884,LOC_08,2011-10-25,delivery delay,Low,6.8,1.0,1,Resolved
TKT-05710,13597,LOC_05,2011-09-04,delivery delay,Critical,5.1,1.0,,Resolved
TKT-05711,13915,LOC_08,2010-05-10,Product Defect,Medium,5.3,1.0,2,Resolved
TKT-05712,14449,LOC_07,2011-01-21,Login Issue,Medium,2.5,1.0,2,Resolved
TKT-05713,14189,LOC_03,2010-08-08,Delivery Delay,Critical,9.9,1.0,,Resolved
TKT-05714,14864,LOC_05,2010-10-18,Login Issue,High,1.4,0.0,4,Resolved
TKT-05715,16122,LOC_02,2010-10-16,Delivery Delay,Medium,2.8,1.0,,Open
TKT-05716,17977,LOC_06,2011-12-10,Account Access,Medium,3.6,1.0,2,Open
TKT-05717,14360,LOC_01,2010-09-05,Login Issue,High,4.4,1.0,,Resolved
TKT-05718,12997,LOC_07,2011-02-09,General Enquiry,High,2.6,1.0,2,Resolved
TKT-05719,12887,LOC_05,2010-11-21,Defective Product,High,4.2,1.0,3,Resolved
TKT-05720,16814,LOC_01,2010-08-10,delivery delay,Low,4.8,1.0,4,Resolved
TKT-05721,17493,LOC_07,2011-09-04,Login Issue,Low,6.9,1.0,3,Open
TKT-05722,14248,LOC_07,2010-12-12,delivery delay,Low,10.3,1.0,1,Resolved
TKT-05723,13749,LOC_07,2010-09-03,billing issue,Low,14.9,1.0,2,Open
TKT-05724,16737,LOC_07,2010-03-15,Login Issue,Low,4.0,1.0,3,Resolved
TKT-05725,16978,LOC_06,2010-07-17,Product Defect,High,3.7,1.0,,Resolved
TKT-05726,12648,LOC_03,2011-05-23,Refund Request,Medium,11.4,1.0,3,Escalated
TKT-05727,12907,LOC_01,2011-07-18,General Enquiry,High,2.6,1.0,2,Resolved
TKT-05728,14797,LOC_03,2010-04-23,billing issue,Critical,9.5,1.0,,Resolved
TKT-05729,16774,LOC_03,2010-10-05,Refund Request,Medium,7.1,1.0,2,Resolved
TKT-05730,16856,LOC_03,2010-04-24,Refund Request,Medium,5.8,1.0,3,Resolved
TKT-05731,15299,LOC_05,2011-12-26,General Enquiry,Low,2.6,1.0,,Resolved
TKT-05732,13866,LOC_02,2010-03-13,delivery delay,Low,5.0,1.0,3,Resolved
TKT-05733,12846,LOC_02,2011-09-03,Product Defect,Medium,7.1,1.0,3,Resolved
TKT-05734,17849,LOC_06,2010-02-02,Defective Product,Low,7.1,1.0,,Open
TKT-05735,12838,LOC_01,2011-11-22,Billing,Medium,9.4,1.0,1,Resolved
TKT-05736,14194,LOC_01,2010-10-03,Product Defect,Medium,3.5,1.0,3,Resolved
TKT-05737,14722,LOC_03,2011-12-13,Product Defect,Critical,4.4,1.0,3,Resolved
TKT-05738,13226,LOC_01,2010-04-26,Billing,Medium,6.1,1.0,2,Resolved
TKT-05739,13661,LOC_08,2011-12-19,Login Issue,Low,2.2,1.0,2,Escalated
TKT-05740,18231,LOC_06,2011-02-22,Product Defect,Medium,6.3,1.0,2,Resolved
TKT-05741,13076,LOC_03,2011-10-10,delivery delay,Medium,9.8,1.0,1,Escalated
TKT-05742,14267,LOC_01,2011-10-18,billing issue,Medium,,,,Resolved
TKT-05743,14393,LOC_03,2011-10-15,Billing Issue,Medium,8.4,1.0,1,Open
TKT-05744,18211,LOC_06,2011-01-01,General Enquiry,High,0.6,0.0,4,Open
TKT-05745,17669,LOC_08,2011-09-17,General Enquiry,Medium,2.7,1.0,,Resolved
TKT-05746,12766,LOC_04,2011-12-15,General Enquiry,Low,2.9,1.0,,Resolved
TKT-05747,15017,LOC_06,2010-12-02,Product Defect,High,5.1,1.0,,Resolved
TKT-05748,14408,LOC_02,2011-03-18,Login Issue,Medium,,,,Resolved
TKT-05749,16871,LOC_05,2011-11-14,Login Issue,Low,1.3,0.0,5,Escalated
TKT-05750,14024,LOC_02,2011-11-26,Delivery Delay,Critical,6.1,1.0,2,Resolved
TKT-05751,16834,LOC_02,2011-02-16,Refund Request,Low,,,,Resolved
TKT-05752,13467,LOC_04,2011-11-27,General Enquiry,High,2.9,1.0,2,Resolved
TKT-05753,15722,LOC_02,2011-02-01,Delivery Delay,High,2.8,1.0,2,Resolved
TKT-05754,16538,LOC_06,2011-11-20,refund,Medium,6.2,1.0,1,Resolved
TKT-05755,16268,LOC_08,2011-04-12,refund,Low,4.6,1.0,2,Resolved
TKT-05756,17783,LOC_03,2010-09-15,Product Defect,Medium,4.7,1.0,3,Resolved
TKT-05757,14906,LOC_03,2011-11-14,Defective Product,Medium,8.9,1.0,1,Resolved
TKT-05758,15027,LOC_02,2011-05-13,Product Defect,Critical,7.5,1.0,3,Open
TKT-05759,18272,LOC_03,2010-06-13,Defective Product,Low,6.0,1.0,,Resolved
TKT-05760,15935,LOC_05,2011-12-27,billing issue,Medium,9.7,1.0,3,Resolved
TKT-05761,14146,LOC_03,2010-07-03,Login Issue,High,2.7,1.0,4,Resolved
TKT-05762,12818,LOC_05,2011-10-07,refund,Medium,,,,Resolved
TKT-05763,14930,LOC_06,2010-02-22,General Enquiry,Medium,0.6,0.0,5,Resolved
TKT-05764,15381,LOC_01,2010-03-11,Delivery Delay,High,4.1,1.0,3,Resolved
TKT-05765,17819,LOC_06,2011-09-14,billing issue,Medium,8.4,1.0,1,Resolved
TKT-05766,17145,LOC_08,2011-07-22,delivery delay,High,5.5,1.0,1,Escalated
TKT-05767,14935,LOC_01,2010-04-24,Defective Product,Low,6.1,1.0,2,Escalated
TKT-05768,15252,LOC_05,2010-08-07,Delivery Delay,Medium,4.9,1.0,3,Resolved
TKT-05769,16679,LOC_05,2011-03-13,Product Defect,Low,3.2,1.0,3,Resolved
TKT-05770,17313,LOC_06,2011-10-18,refund,High,4.8,1.0,3,Resolved
TKT-05771,16690,LOC_03,2010-11-14,Billing Issue,High,8.1,1.0,,Escalated
TKT-05772,16139,LOC_07,2010-08-14,Account Access,Medium,5.9,1.0,,Open
TKT-05773,14522,LOC_04,2011-12-23,General Enquiry,Medium,2.8,1.0,3,Resolved
TKT-05774,12562,LOC_03,2010-12-04,Delivery Delay,Medium,4.2,1.0,3,Resolved
TKT-05775,16215,LOC_06,2011-12-10,Login Issue,Low,2.8,1.0,4,Resolved
TKT-05776,12390,LOC_08,2011-05-14,Product Defect,Medium,4.7,1.0,4,Resolved
TKT-05777,12573,LOC_07,2010-11-01,refund,Medium,11.2,1.0,,Open
TKT-05778,17557,LOC_08,2011-01-16,Account Access,Medium,3.3,1.0,2,Escalated
TKT-05779,18237,LOC_02,2010-05-23,Delivery Delay,High,4.7,1.0,3,Open
TKT-05780,13342,LOC_01,2011-06-11,Login Issue,Medium,4.2,1.0,3,Open
TKT-05781,14205,LOC_04,2010-11-17,billing issue,Medium,9.8,1.0,,Escalated
TKT-05782,14599,LOC_01,2011-03-24,General Enquiry,Critical,2.9,1.0,3,Resolved
TKT-05783,17262,LOC_06,2010-04-15,delivery delay,Low,6.2,1.0,3,Resolved
TKT-05784,16983,LOC_02,2010-10-03,Delivery Delay,Medium,5.9,1.0,2,Resolved
TKT-05785,17108,LOC_04,2010-07-05,billing issue,Low,6.8,1.0,2,Escalated
TKT-05786,14659,LOC_06,2011-07-16,Login Issue,Medium,4.3,1.0,3,Escalated
TKT-05787,12435,LOC_04,2011-10-27,Refund Request,High,4.6,1.0,4,Escalated
TKT-05788,13681,LOC_02,2010-11-26,General Enquiry,High,1.6,0.0,4,Resolved
TKT-05789,12608,LOC_07,2010-09-16,refund,Medium,7.8,1.0,,Resolved
TKT-05790,12851,LOC_07,2011-05-11,delivery delay,Low,7.1,1.0,,Resolved
TKT-05791,14706,LOC_05,2010-09-03,Login Issue,Low,2.1,1.0,,Resolved
TKT-05792,17122,LOC_06,2010-05-05,Delivery Delay,High,5.9,1.0,2,Resolved
TKT-05793,17306,LOC_03,2011-08-12,Delivery Delay,High,5.9,1.0,2,Resolved
TKT-05794,13209,LOC_03,2010-11-11,Billing Issue,Low,13.8,1.0,2,Resolved
TKT-05795,13501,LOC_02,2011-02-02,Delivery Delay,Low,2.7,1.0,,Resolved
TKT-05796,15709,LOC_07,2011-03-17,Delivery Delay,High,7.8,1.0,2,Resolved
TKT-05797,14383,LOC_03,2011-05-21,Delivery Delay,Critical,3.8,1.0,,Resolved
TKT-05798,17264,LOC_06,2010-12-04,Late Delivery,Medium,3.5,1.0,2,Escalated
TKT-05799,15486,LOC_03,2010-12-27,Refund Request,Low,7.1,1.0,2,Resolved
TKT-05800,13379,LOC_07,2010-11-06,Delivery Delay,Medium,10.1,1.0,1,Resolved
TKT-05801,16493,LOC_01,2010-12-15,refund,High,,,,Resolved
TKT-05802,15127,LOC_05,2010-10-11,billing issue,Medium,6.2,1.0,1,Resolved
TKT-05803,14953,LOC_07,2011-11-14,General Enquiry,Low,2.7,1.0,,Resolved
TKT-05804,13463,LOC_06,2011-12-18,Billing Issue,Medium,4.7,1.0,,Resolved
TKT-05805,17990,LOC_06,2010-12-07,General Enquiry,High,2.9,1.0,2,Escalated
TKT-05806,17171,LOC_04,2011-07-23,Refund Request,Medium,6.6,1.0,2,Open
TKT-05807,16709,LOC_05,2011-05-27,Account Access,Medium,1.1,0.0,4,Resolved
TKT-05808,14040,LOC_01,2010-06-05,Delivery Delay,Critical,6.7,1.0,1,Resolved
TKT-05809,16625,LOC_02,2010-04-08,Billing,Critical,7.5,1.0,2,Resolved
TKT-05810,12553,LOC_06,2011-11-18,General Enquiry,High,1.6,0.0,4,Open
TKT-05811,17767,LOC_08,2011-01-01,Product Defect,Low,5.4,1.0,1,Escalated
TKT-05812,13797,LOC_04,2011-07-13,Defective Product,Low,7.0,1.0,,Open
TKT-05813,17932,LOC_06,2011-12-06,General Enquiry,Medium,2.2,1.0,3,Resolved
TKT-05814,14887,LOC_06,2010-07-16,delivery delay,Low,5.1,1.0,1,Open
TKT-05815,16944,LOC_08,2011-08-18,billing issue,Low,,,,Resolved
TKT-05816,15660,LOC_07,2010-12-24,Refund Request,Low,12.8,1.0,3,Resolved
TKT-05817,15624,LOC_05,2011-01-11,Refund Request,Medium,6.8,1.0,2,Escalated
TKT-05818,16111,LOC_01,2010-09-14,Login Issue,Medium,1.9,0.0,3,Open
TKT-05819,14879,LOC_03,2011-11-11,General Enquiry,Medium,2.0,0.0,4,Resolved
TKT-05820,18120,LOC_02,2011-04-02,delivery delay,Low,3.3,1.0,,Resolved
TKT-05821,18021,LOC_07,2011-08-06,Account Access,Medium,3.5,1.0,2,Resolved
TKT-05822,14483,LOC_03,2011-10-27,Product Defect,Low,8.4,1.0,2,Resolved
TKT-05823,17215,LOC_04,2010-01-10,Login Issue,Low,2.8,1.0,4,Resolved
TKT-05824,14848,LOC_08,2011-01-03,Billing,Medium,5.5,1.0,2,Escalated
TKT-05825,13572,LOC_07,2010-05-09,Defective Product,Medium,8.2,1.0,1,Resolved
TKT-05826,15304,LOC_07,2011-09-19,Billing Issue,High,14.2,1.0,3,Resolved
TKT-05827,14427,LOC_01,2011-12-07,Refund Request,Medium,6.5,1.0,1,Resolved
TKT-05828,16330,LOC_01,2010-11-13,Billing,Medium,7.6,1.0,2,Resolved
TKT-05829,16880,LOC_01,2010-03-08,General Enquiry,Medium,1.4,0.0,4,Resolved
TKT-05830,15641,LOC_07,2010-02-26,Refund Request,Low,8.3,1.0,2,Open
TKT-05831,14898,LOC_03,2010-02-17,Defective Product,Medium,9.5,1.0,,Resolved
TKT-05832,14241,LOC_01,2010-11-15,General Enquiry,Medium,2.6,1.0,4,Resolved
TKT-05833,15180,LOC_07,2011-03-03,Defective Product,High,7.2,1.0,3,Resolved
TKT-05834,13931,LOC_02,2011-11-26,refund,Low,6.1,1.0,2,Open
TKT-05835,15600,LOC_05,2010-02-02,Billing Issue,Low,7.8,1.0,2,Resolved
TKT-05836,15822,LOC_07,2011-10-01,Account Access,Low,5.1,1.0,2,Resolved
TKT-05837,14368,LOC_05,2011-09-10,billing issue,Medium,6.2,1.0,3,Resolved
TKT-05838,18247,LOC_08,2011-09-03,Login Issue,Medium,1.6,0.0,5,Resolved
TKT-05839,14394,LOC_03,2010-03-07,General Enquiry,Low,0.9,0.0,5,Resolved
TKT-05840,12966,LOC_03,2011-08-03,delivery delay,Medium,8.4,1.0,1,Resolved
TKT-05841,15635,LOC_02,2010-11-02,General Enquiry,High,0.5,0.0,5,Resolved
TKT-05842,16297,LOC_04,2010-12-03,Defective Product,Low,4.7,1.0,3,Escalated
TKT-05843,13981,LOC_07,2010-05-18,Refund Request,Medium,7.3,1.0,1,Escalated
TKT-05844,16143,LOC_08,2011-09-08,Product Defect,High,4.3,1.0,4,Escalated
TKT-05845,17447,LOC_08,2011-12-04,Product Defect,Medium,4.3,1.0,4,Resolved
TKT-05846,17908,LOC_04,2011-08-15,General Enquiry,Medium,2.7,1.0,4,Resolved
TKT-05847,14885,LOC_05,2010-03-03,General Enquiry,High,1.7,0.0,3,Resolved
TKT-05848,16976,LOC_05,2011-10-04,Product Defect,High,3.9,1.0,4,Resolved
TKT-05849,15737,LOC_04,2010-08-25,Defective Product,Medium,5.7,1.0,1,Resolved
TKT-05850,16623,LOC_02,2010-11-26,billing issue,Medium,6.3,1.0,1,Resolved
TKT-05851,13645,LOC_01,2010-11-18,delivery delay,Low,6.6,1.0,,Resolved
TKT-05852,14306,LOC_03,2010-03-25,Defective Product,Low,5.5,1.0,2,Resolved
TKT-05853,17313,LOC_02,2010-06-19,Delivery Delay,Medium,5.6,1.0,,Resolved
TKT-05854,16814,LOC_07,2010-10-22,Refund Request,Medium,11.6,1.0,2,Resolved
