ticket_id,customer_id,location_id,ticket_date,issue_category,priority,resolution_days,sla_breached,csat_score,status,is_abandoned,csat_responded
TKT-06154,14947,LOC_04,2011-08-10,Product Defect,Medium,5.3,1,3.0,Open,False,True
TKT-06155,14796,LOC_07,2010-12-05,Delivery,Critical,6.2,1,2.0,Resolved,False,True
TKT-06156,13551,LOC_04,2011-01-22,Delivery,High,4.9,1,3.0,Resolved,False,True
TKT-06157,14838,LOC_04,2010-07-23,Billing,Medium,8.3,1,2.0,Resolved,False,True
TKT-06158,14389,LOC_06,2011-01-25,Refund,Medium,6.2,1,2.0,Resolved,False,True
TKT-06159,17105,LOC_07,2010-02-25,Billing,Medium,8.5,1,3.0,Resolved,False,True
TKT-06160,13692,LOC_04,2010-11-17,Delivery,Medium,6.9,1,1.0,Escalated,False,True
TKT-06161,12458,LOC_08,2011-11-27,Refund,Medium,3.0,1,3.0,Resolved,False,True
TKT-06162,16063,LOC_03,2011-11-25,Delivery,Low,10.1,1,2.0,Escalated,False,True
TKT-06163,17623,LOC_02,2010-12-05,Refund,Medium,5.5,1,2.0,Resolved,False,True
TKT-06164,17000,LOC_06,2010-12-20,Billing,High,8.4,1,2.0,Resolved,False,True
TKT-06165,18103,LOC_02,2011-12-12,General Enquiry,Medium,1.8,0,5.0,Resolved,False,True
TKT-06166,12793,LOC_07,2011-05-24,Account Access,Low,4.3,1,2.0,Escalated,False,True
TKT-06167,17148,LOC_03,2010-04-11,Product Defect,High,13.9,1,,Resolved,False,False
TKT-06168,15778,LOC_06,2010-03-06,General Enquiry,High,1.1,0,5.0,Resolved,False,True
TKT-06169,17303,LOC_05,2010-01-25,General Enquiry,High,1.5,0,,Resolved,False,False
TKT-06170,17406,LOC_01,2011-11-24,Delivery,Medium,4.9,1,4.0,Resolved,False,True
TKT-06171,13272,LOC_06,2011-09-05,Billing,High,7.4,1,1.0,Resolved,False,True
TKT-06172,17582,LOC_07,2010-02-01,Delivery,High,6.8,1,1.0,Open,False,True
TKT-06173,13709,LOC_08,2011-01-11,Delivery,High,2.6,1,3.0,Escalated,False,True
TKT-06174,16382,LOC_03,2011-01-11,Account Access,Medium,5.0,1,3.0,Resolved,False,True
TKT-06175,12777,LOC_04,2011-12-04,Refund,Medium,4.7,1,,Resolved,False,False
TKT-06176,17566,LOC_07,2010-06-18,General Enquiry,Low,3.9,1,3.0,Resolved,False,True
TKT-06177,17046,LOC_02,2010-06-02,Product Defect,High,5.7,1,2.0,Resolved,False,True
TKT-06178,12519,LOC_02,2011-06-19,Account Access,Low,1.3,0,,Escalated,False,False
TKT-06179,15289,LOC_01,2011-11-13,Delivery,High,4.4,1,2.0,Resolved,False,True
TKT-06180,17504,LOC_08,2010-10-17,Refund,Medium,7.2,1,1.0,Resolved,False,True
TKT-06181,13485,LOC_03,2011-03-11,Refund,High,15.2,1,,Resolved,False,False
TKT-06182,17584,LOC_07,2011-03-21,Account Access,Medium,4.8,1,2.0,Resolved,False,True
TKT-06183,13785,LOC_03,2010-10-25,Account Access,Medium,6.5,1,1.0,Open,False,True
TKT-06184,12788,LOC_02,2010-12-05,Delivery,Medium,,1,,Resolved,True,False
TKT-06185,18208,LOC_08,2010-11-06,Delivery,Low,4.9,1,3.0,Resolved,False,True
TKT-06186,13668,LOC_04,2010-04-23,Delivery,Low,3.5,1,3.0,Open,False,True
TKT-06187,12493,LOC_05,2010-05-22,Account Access,Medium,1.4,0,5.0,Open,False,True
TKT-06188,14271,LOC_02,2011-01-18,Delivery,Critical,3.3,1,3.0,Resolved,False,True
TKT-06189,17185,LOC_03,2010-11-01,Delivery,Medium,5.7,1,1.0,Resolved,False,True
TKT-06190,18053,LOC_07,2011-05-22,Account Access,High,3.8,1,2.0,Resolved,False,True
TKT-06191,17155,LOC_03,2011-11-26,Delivery,Critical,9.7,1,3.0,Resolved,False,True
TKT-06192,16248,LOC_04,2010-06-25,Delivery,Low,6.8,1,1.0,Resolved,False,True
TKT-06193,16513,LOC_01,2010-06-12,Refund,Medium,5.6,1,,Open,False,False
TKT-06194,16919,LOC_07,2010-06-11,General Enquiry,Medium,2.4,1,3.0,Escalated,False,True
TKT-06195,16888,LOC_07,2011-08-23,Billing,Low,6.5,1,1.0,Resolved,False,True
TKT-06196,18233,LOC_07,2011-07-05,Account Access,Low,7.3,1,1.0,Resolved,False,True
TKT-06197,14842,LOC_02,2010-01-14,Billing,Low,7.3,1,1.0,Resolved,False,True
TKT-06198,13794,LOC_04,2011-05-07,Delivery,High,2.3,1,3.0,Open,False,True
TKT-06199,14194,LOC_01,2011-10-10,Product Defect,Medium,7.5,1,3.0,Escalated,False,True
TKT-06200,15294,LOC_03,2010-06-25,Account Access,Low,4.3,1,,Resolved,False,False
TKT-06201,16296,LOC_03,2010-10-01,General Enquiry,High,2.3,1,3.0,Open,False,True
TKT-06202,15413,LOC_08,2011-10-25,Billing,Low,5.4,1,,Resolved,False,False
TKT-06203,14157,LOC_08,2010-06-27,Account Access,High,1.7,0,4.0,Resolved,False,True
TKT-06204,17394,LOC_05,2010-04-04,Delivery,Critical,2.6,1,4.0,Escalated,False,True
TKT-06205,14843,LOC_04,2011-04-05,General Enquiry,Medium,,1,,Resolved,True,False
TKT-06206,18173,LOC_03,2011-03-05,Delivery,Medium,7.7,1,1.0,Resolved,False,True
TKT-06207,15894,LOC_01,2011-03-25,Refund,Low,7.8,1,1.0,Open,False,True
TKT-06208,16439,LOC_07,2011-12-03,Billing,Medium,6.4,1,2.0,Resolved,False,True
TKT-06209,13505,LOC_06,2010-12-26,General Enquiry,Medium,2.6,1,2.0,Resolved,False,True
TKT-06210,13484,LOC_05,2011-08-18,Billing,High,8.3,1,3.0,Resolved,False,True
TKT-06211,15741,LOC_07,2010-07-09,Delivery,High,5.4,1,3.0,Resolved,False,True
TKT-06212,16118,LOC_08,2011-02-25,Refund,Low,5.3,1,,Open,False,False
TKT-06213,17071,LOC_03,2011-07-27,General Enquiry,Medium,4.4,1,3.0,Resolved,False,True
TKT-06214,17324,LOC_03,2011-01-09,General Enquiry,High,3.8,1,2.0,Resolved,False,True
TKT-06215,18215,LOC_08,2011-07-01,Billing,Medium,,1,,Escalated,True,False
TKT-06216,17830,LOC_06,2010-07-26,Delivery,Medium,4.1,1,4.0,Open,False,True
TKT-06217,17337,LOC_07,2011-12-18,General Enquiry,High,3.1,1,3.0,Resolved,False,True
TKT-06218,13606,LOC_02,2011-10-22,Billing,Critical,8.4,1,1.0,Resolved,False,True
TKT-06219,14679,LOC_03,2011-07-07,Account Access,Low,4.2,1,3.0,Escalated,False,True
TKT-06220,16865,LOC_03,2010-12-26,Product Defect,Low,6.1,1,,Resolved,False,False
TKT-06221,17089,LOC_03,2010-12-16,Refund,High,7.5,1,3.0,Resolved,False,True
TKT-06222,14515,LOC_07,2010-11-12,Product Defect,Low,5.5,1,,Resolved,False,False
TKT-06223,16284,LOC_04,2011-04-25,Refund,High,6.4,1,,Resolved,False,False
TKT-06224,16800,LOC_08,2010-04-04,Refund,Medium,7.4,1,3.0,Resolved,False,True
TKT-06225,15805,LOC_03,2010-12-09,Refund,Low,5.3,1,3.0,Resolved,False,True
TKT-06226,16580,LOC_01,2010-01-18,Refund,Medium,6.0,1,1.0,Open,False,True
TKT-06227,16667,LOC_01,2010-06-05,Refund,Low,8.8,1,2.0,Resolved,False,True
TKT-06228,12964,LOC_02,2010-09-18,Account Access,Low,3.9,1,2.0,Resolved,False,True
TKT-06229,12412,LOC_05,2010-06-25,Account Access,Medium,4.9,1,2.0,Resolved,False,True
TKT-06230,12758,LOC_02,2011-12-23,Account Access,Low,3.0,1,3.0,Open,False,True
TKT-06231,16763,LOC_03,2010-03-09,General Enquiry,Low,2.6,1,,Open,False,False
TKT-06232,13123,LOC_07,2011-02-21,Delivery,Low,9.2,1,3.0,Resolved,False,True
TKT-06233,15209,LOC_01,2010-11-12,Account Access,Medium,3.3,1,4.0,Resolved,False,True
TKT-06234,15439,LOC_01,2010-11-12,General Enquiry,Critical,1.4,0,4.0,Resolved,False,True
TKT-06235,14718,LOC_04,2010-03-18,Delivery,Low,6.4,1,2.0,Resolved,False,True
TKT-06236,13326,LOC_06,2011-06-17,Account Access,Medium,3.7,1,2.0,Resolved,False,True
TKT-06237,13021,LOC_08,2011-01-19,Delivery,Medium,3.9,1,3.0,Escalated,False,True
TKT-06238,13576,LOC_06,2011-11-17,Billing,Low,7.4,1,1.0,Resolved,False,True
TKT-06239,13438,LOC_08,2011-06-20,Product Defect,Low,6.3,1,2.0,Resolved,False,True
TKT-06240,17251,LOC_02,2010-12-26,Account Access,Low,,1,,Resolved,True,False
TKT-06241,12575,LOC_03,2011-10-14,Delivery,Medium,6.7,1,2.0,Resolved,False,True
TKT-06242,18219,LOC_07,2011-10-19,Delivery,Critical,,1,,Open,True,False
TKT-06243,16066,LOC_07,2010-07-17,Delivery,Medium,11.4,1,1.0,Resolved,False,True
TKT-06244,13083,LOC_06,2010-02-21,Delivery,Low,6.8,1,2.0,Open,False,True
TKT-06245,14770,LOC_04,2011-05-04,Refund,Low,8.2,1,3.0,Resolved,False,True
TKT-06246,15510,LOC_01,2010-04-16,Delivery,Critical,6.5,1,1.0,Resolved,False,True
TKT-06247,12543,LOC_03,2011-11-27,General Enquiry,Low,2.6,1,2.0,Resolved,False,True
TKT-06248,14894,LOC_02,2011-06-07,Delivery,Medium,2.6,1,3.0,Resolved,False,True
TKT-06249,14139,LOC_01,2011-04-21,Refund,Low,7.1,1,3.0,Resolved,False,True
TKT-06250,17607,LOC_07,2010-04-24,Product Defect,Low,4.7,1,2.0,Resolved,False,True
TKT-06251,14337,LOC_01,2011-08-11,General Enquiry,Low,2.3,1,3.0,Resolved,False,True
TKT-06252,13478,LOC_03,2010-05-14,Product Defect,Critical,9.9,1,3.0,Resolved,False,True
TKT-06253,15309,LOC_08,2010-11-20,Refund,High,6.4,1,1.0,Resolved,False,True
TKT-06254,12743,LOC_03,2011-11-21,Account Access,Low,2.8,1,,Escalated,False,False
TKT-06255,15683,LOC_01,2011-12-16,Billing,Low,9.4,1,2.0,Open,False,True
TKT-06256,15439,LOC_06,2011-01-21,Billing,Medium,10.0,1,,Open,False,False
TKT-06257,12416,LOC_07,2011-12-10,Product Defect,Low,12.2,1,3.0,Open,False,True
TKT-06258,15928,LOC_03,2011-11-05,Refund,Medium,13.5,1,3.0,Resolved,False,True
TKT-06259,15392,LOC_07,2011-10-19,Delivery,High,3.1,1,2.0,Resolved,False,True
TKT-06260,15369,LOC_03,2011-12-24,Product Defect,Medium,8.2,1,3.0,Escalated,False,True
TKT-06261,16623,LOC_06,2011-06-08,Refund,High,8.2,1,1.0,Resolved,False,True
TKT-06262,14653,LOC_01,2011-08-01,General Enquiry,High,1.9,0,4.0,Resolved,False,True
TKT-06263,15058,LOC_03,2010-09-09,Refund,Medium,7.3,1,2.0,Resolved,False,True
TKT-06264,15396,LOC_04,2010-10-16,Product Defect,High,4.5,1,4.0,Resolved,False,True
TKT-06265,17082,LOC_06,2010-10-23,Billing,Low,8.1,1,,Resolved,False,False
TKT-06266,16180,LOC_06,2010-11-14,Delivery,Low,4.6,1,2.0,Open,False,True
TKT-06267,14262,LOC_07,2011-12-25,Delivery,High,8.3,1,1.0,Resolved,False,True
TKT-06268,15704,LOC_02,2010-11-02,Product Defect,Low,3.6,1,3.0,Open,False,True
TKT-06269,13446,LOC_06,2010-07-18,Account Access,Low,4.3,1,4.0,Resolved,False,True
TKT-06270,13845,LOC_01,2011-06-02,Account Access,Medium,4.0,1,3.0,Escalated,False,True
TKT-06271,16085,LOC_04,2010-10-22,Account Access,High,,1,,Resolved,True,False
TKT-06272,14841,LOC_04,2011-11-17,Delivery,Critical,4.2,1,3.0,Resolved,False,True
TKT-06273,17202,LOC_01,2010-04-25,Delivery,Medium,4.4,1,2.0,Resolved,False,True
TKT-06274,17336,LOC_01,2010-06-22,Billing,Critical,7.1,1,2.0,Escalated,False,True
TKT-06275,14255,LOC_07,2010-12-27,General Enquiry,High,1.7,0,5.0,Resolved,False,True
TKT-06276,13228,LOC_03,2011-02-15,Refund,Low,6.2,1,3.0,Open,False,True
TKT-06277,13970,LOC_03,2010-03-23,Billing,Medium,12.9,1,1.0,Resolved,False,True
TKT-06278,16458,LOC_05,2011-10-14,Delivery,Medium,2.1,1,2.0,Resolved,False,True
TKT-06279,13467,LOC_02,2010-05-03,Billing,Low,9.3,1,2.0,Resolved,False,True
TKT-06280,16185,LOC_02,2011-06-12,General Enquiry,Medium,,1,,Resolved,True,False
TKT-06281,17276,LOC_03,2011-11-05,Delivery,High,4.1,1,3.0,Resolved,False,True
TKT-06282,15112,LOC_01,2010-01-02,Product Defect,Medium,6.1,1,2.0,Resolved,False,True
TKT-06283,14174,LOC_08,2010-04-25,Delivery,Critical,4.1,1,4.0,Open,False,True
TKT-06284,17526,LOC_08,2011-10-10,Product Defect,Medium,4.9,1,2.0,Resolved,False,True
TKT-06285,15292,LOC_03,2010-12-16,General Enquiry,Low,3.1,1,3.0,Open,False,True
TKT-06286,16072,LOC_02,2010-07-18,Delivery,Low,3.3,1,4.0,Resolved,False,True
TKT-06287,12538,LOC_04,2011-11-19,Delivery,Medium,6.1,1,2.0,Resolved,False,True
TKT-06288,12960,LOC_01,2011-05-26,Delivery,Medium,4.7,1,3.0,Resolved,False,True
TKT-06289,17622,LOC_03,2010-12-24,Billing,Low,11.2,1,,Resolved,False,False
TKT-06290,15568,LOC_01,2011-03-01,Account Access,Medium,2.3,1,2.0,Resolved,False,True
TKT-06291,14917,LOC_06,2011-02-26,Delivery,Medium,2.9,1,4.0,Resolved,False,True
TKT-06292,12406,LOC_03,2011-03-24,Refund,High,9.3,1,2.0,Resolved,False,True
TKT-06293,14121,LOC_04,2010-02-23,Refund,Medium,7.9,1,2.0,Resolved,False,True
TKT-06294,16702,LOC_01,2011-11-10,Billing,Critical,7.9,1,3.0,Resolved,False,True
TKT-06295,14642,LOC_04,2010-01-14,Refund,Medium,6.3,1,2.0,Resolved,False,True
TKT-06296,14640,LOC_01,2010-01-15,Refund,Low,8.0,1,,Resolved,False,False
TKT-06297,15588,LOC_08,2011-11-08,Billing,Medium,7.9,1,1.0,Resolved,False,True
TKT-06298,14971,LOC_04,2011-12-05,Billing,High,6.2,1,1.0,Resolved,False,True
TKT-06299,17633,LOC_01,2010-11-21,Product Defect,Low,3.4,1,,Escalated,False,False
TKT-06300,16416,LOC_03,2010-04-10,Delivery,Medium,8.4,1,1.0,Resolved,False,True
TKT-06301,17980,LOC_01,2011-08-25,Product Defect,Low,5.6,1,2.0,Resolved,False,True
TKT-06302,18200,LOC_04,2011-12-09,Refund,Critical,6.8,1,,Open,False,False
TKT-06303,12753,LOC_01,2010-04-12,Billing,Medium,7.6,1,1.0,Resolved,False,True
TKT-06304,13929,LOC_04,2011-11-25,Refund,Low,7.7,1,3.0,Open,False,True
TKT-06305,12772,LOC_03,2010-02-09,Account Access,Low,7.4,1,1.0,Resolved,False,True
TKT-06306,12965,LOC_07,2011-11-24,Billing,High,7.3,1,,Resolved,False,False
TKT-06307,16082,LOC_04,2011-11-04,Delivery,High,2.5,1,3.0,Resolved,False,True
TKT-06308,16392,LOC_07,2010-05-14,Delivery,Medium,7.3,1,,Resolved,False,False
TKT-06309,15912,LOC_08,2010-02-26,Product Defect,Low,3.7,1,3.0,Resolved,False,True
TKT-06310,12867,LOC_08,2011-01-06,Refund,Medium,7.8,1,1.0,Resolved,False,True
TKT-06311,14005,LOC_02,2010-03-13,Billing,High,6.7,1,2.0,Resolved,False,True
TKT-06312,15934,LOC_07,2010-09-26,Billing,Medium,6.9,1,2.0,Resolved,False,True
TKT-06313,12682,LOC_03,2010-07-04,Account Access,High,6.6,1,3.0,Resolved,False,True
TKT-06314,18142,LOC_03,2010-06-21,Refund,High,7.9,1,,Resolved,False,False
TKT-06315,12842,LOC_07,2010-01-23,Product Defect,Medium,8.6,1,2.0,Resolved,False,True
TKT-06316,15246,LOC_01,2011-03-11,Product Defect,Medium,7.9,1,2.0,Escalated,False,True
TKT-06317,12545,LOC_04,2010-08-01,Delivery,Medium,6.9,1,2.0,Resolved,False,True
TKT-06318,14125,LOC_05,2010-08-27,Delivery,Medium,3.6,1,2.0,Resolved,False,True
TKT-06319,16674,LOC_01,2011-12-17,Delivery,High,5.6,1,2.0,Escalated,False,True
TKT-06320,15176,LOC_07,2011-07-05,Account Access,Medium,1.9,0,3.0,Resolved,False,True
TKT-06321,16245,LOC_03,2011-11-17,Refund,Medium,9.3,1,3.0,Escalated,False,True
TKT-06322,12950,LOC_06,2010-07-06,Account Access,Low,3.6,1,3.0,Escalated,False,True
TKT-06323,14482,LOC_08,2010-04-03,Refund,Low,3.4,1,3.0,Resolved,False,True
TKT-06324,13816,LOC_06,2011-10-14,Refund,Low,8.6,1,2.0,Resolved,False,True
TKT-06325,17585,LOC_07,2010-09-25,Delivery,Medium,5.0,1,,Escalated,False,False
TKT-06326,14100,LOC_01,2010-08-18,Delivery,Low,3.1,1,2.0,Open,False,True
TKT-06327,17312,LOC_04,2011-12-02,General Enquiry,Medium,1.5,0,3.0,Resolved,False,True
TKT-06328,16889,LOC_05,2011-10-07,Refund,Low,7.7,1,1.0,Resolved,False,True
TKT-06329,14420,LOC_06,2010-10-04,Product Defect,Low,4.7,1,2.0,Resolved,False,True
TKT-06330,12556,LOC_01,2010-11-06,Billing,Medium,8.7,1,,Resolved,False,False
TKT-06331,15855,LOC_06,2010-11-13,Refund,High,7.0,1,,Resolved,False,False
TKT-06332,14842,LOC_01,2010-08-27,Refund,High,7.5,1,2.0,Resolved,False,True
TKT-06333,14146,LOC_01,2011-01-09,Refund,High,7.3,1,3.0,Resolved,False,True
TKT-06334,13887,LOC_04,2011-11-01,Billing,Critical,9.7,1,2.0,Resolved,False,True
TKT-06335,17080,LOC_05,2010-09-01,Delivery,Low,3.3,1,3.0,Resolved,False,True
TKT-06336,16853,LOC_08,2010-03-20,Delivery,Medium,4.9,1,4.0,Resolved,False,True
TKT-06337,13428,LOC_06,2011-11-12,Account Access,Low,1.5,0,,Resolved,False,False
TKT-06338,12609,LOC_05,2011-08-09,General Enquiry,Critical,1.1,0,4.0,Resolved,False,True
TKT-06339,14561,LOC_02,2011-01-20,Product Defect,Low,4.5,1,3.0,Resolved,False,True
TKT-06340,12633,LOC_02,2011-11-20,Refund,Medium,5.0,1,,Open,False,False
TKT-06341,12957,LOC_05,2010-04-15,Billing,Critical,5.2,1,3.0,Resolved,False,True
TKT-06342,17727,LOC_02,2010-11-09,Billing,High,8.7,1,2.0,Resolved,False,True
TKT-06343,15435,LOC_06,2010-02-05,Billing,Low,8.2,1,3.0,Escalated,False,True
TKT-06344,17845,LOC_01,2010-08-08,Account Access,Low,3.1,1,4.0,Open,False,True
TKT-06345,12763,LOC_03,2010-01-10,Billing,High,12.7,1,1.0,Resolved,False,True
TKT-06346,15516,LOC_07,2010-05-14,Account Access,Low,5.2,1,3.0,Resolved,False,True
TKT-06347,15227,LOC_07,2011-03-18,Product Defect,High,7.0,1,1.0,Resolved,False,True
TKT-06348,15214,LOC_03,2010-01-16,Account Access,Critical,5.5,1,3.0,Resolved,False,True
TKT-06349,15860,LOC_02,2011-09-04,General Enquiry,Low,0.7,0,5.0,Resolved,False,True
TKT-06350,17770,LOC_08,2010-08-26,General Enquiry,Low,2.6,1,2.0,Escalated,False,True
TKT-06351,15016,LOC_07,2010-05-03,Refund,Low,14.0,1,1.0,Resolved,False,True
TKT-06352,13578,LOC_07,2010-11-17,Account Access,Low,1.7,0,4.0,Resolved,False,True
TKT-06353,17555,LOC_02,2010-05-22,Refund,Medium,8.7,1,1.0,Resolved,False,True
TKT-06354,16457,LOC_03,2010-07-08,Billing,High,8.6,1,2.0,Resolved,False,True
TKT-06355,12733,LOC_01,2010-10-27,Delivery,Medium,5.0,1,2.0,Resolved,False,True
TKT-06356,18159,LOC_01,2010-03-20,General Enquiry,Medium,2.7,1,4.0,Resolved,False,True
TKT-06357,13939,LOC_02,2010-11-22,Account Access,Low,4.3,1,2.0,Resolved,False,True
TKT-06358,13304,LOC_03,2011-11-27,Delivery,Low,9.1,1,1.0,Resolved,False,True
TKT-06359,16142,LOC_08,2011-06-02,Delivery,Medium,2.2,1,4.0,Resolved,False,True
TKT-06360,18130,LOC_03,2010-12-13,Delivery,High,7.8,1,1.0,Open,False,True
TKT-06361,17754,LOC_06,2010-12-08,Delivery,Medium,6.0,1,2.0,Open,False,True
TKT-06362,13860,LOC_08,2010-11-16,General Enquiry,Critical,0.6,0,4.0,Resolved,False,True
TKT-06363,15788,LOC_02,2010-04-17,Product Defect,Low,6.9,1,,Resolved,False,False
TKT-06364,13901,LOC_01,2011-09-17,Delivery,High,4.6,1,3.0,Resolved,False,True
TKT-06365,13151,LOC_02,2011-02-05,Delivery,Medium,2.2,1,2.0,Resolved,False,True
TKT-06366,14437,LOC_07,2010-01-24,General Enquiry,High,4.0,1,3.0,Resolved,False,True
TKT-06367,14843,LOC_06,2010-01-16,General Enquiry,Critical,1.4,0,4.0,Resolved,False,True
TKT-06368,17763,LOC_04,2011-08-06,Delivery,High,6.5,1,2.0,Resolved,False,True
TKT-06369,16341,LOC_07,2011-07-01,Refund,Medium,7.4,1,2.0,Resolved,False,True
TKT-06370,17249,LOC_02,2011-08-13,General Enquiry,Medium,2.0,0,5.0,Resolved,False,True
TKT-06371,16675,LOC_02,2011-12-04,Product Defect,Medium,5.9,1,2.0,Resolved,False,True
TKT-06372,15918,LOC_05,2010-11-05,Product Defect,Medium,3.8,1,3.0,Resolved,False,True
TKT-06373,17395,LOC_07,2011-12-22,Product Defect,High,8.6,1,1.0,Resolved,False,True
TKT-06374,12903,LOC_02,2011-11-25,Billing,High,9.1,1,3.0,Resolved,False,True
TKT-06375,15636,LOC_02,2010-12-25,Delivery,Low,3.8,1,3.0,Escalated,False,True
TKT-06376,14403,LOC_04,2010-12-23,Refund,Low,7.8,1,2.0,Resolved,False,True
TKT-06377,14999,LOC_01,2010-12-26,General Enquiry,Medium,,1,,Resolved,True,False
TKT-06378,15260,LOC_07,2011-08-24,Refund,Medium,8.7,1,2.0,Resolved,False,True
TKT-06379,13941,LOC_05,2011-07-06,Billing,Low,7.7,1,,Resolved,False,False
TKT-06380,17131,LOC_04,2010-11-07,Product Defect,Medium,5.1,1,2.0,Open,False,True
TKT-06381,12893,LOC_07,2011-01-15,Product Defect,Medium,9.8,1,,Open,False,False
TKT-06382,15193,LOC_07,2011-06-22,Billing,Medium,9.9,1,1.0,Resolved,False,True
TKT-06383,18247,LOC_01,2011-10-12,Delivery,Critical,5.7,1,,Open,False,False
TKT-06384,17178,LOC_03,2010-04-03,Product Defect,High,12.9,1,,Resolved,False,False
TKT-06385,15472,LOC_03,2010-01-12,Delivery,Medium,8.4,1,3.0,Resolved,False,True
TKT-06386,16658,LOC_07,2011-10-01,Delivery,High,9.6,1,2.0,Resolved,False,True
TKT-06387,12858,LOC_06,2010-12-04,Delivery,High,5.7,1,2.0,Resolved,False,True
TKT-06388,14734,LOC_04,2010-05-12,Refund,Medium,6.8,1,1.0,Resolved,False,True
TKT-06389,14347,LOC_07,2010-01-19,Refund,Low,14.4,1,,Resolved,False,False
TKT-06390,12682,LOC_03,2010-05-06,Refund,Critical,13.7,1,2.0,Resolved,False,True
TKT-06391,15542,LOC_07,2011-11-22,Billing,Critical,16.0,1,1.0,Resolved,False,True
TKT-06392,14825,LOC_01,2011-07-25,Billing,Low,9.1,1,,Resolved,False,False
TKT-06393,15525,LOC_01,2011-10-04,Billing,High,9.6,1,1.0,Resolved,False,True
TKT-06394,17585,LOC_07,2011-03-18,Billing,Low,13.8,1,2.0,Resolved,False,True
TKT-06395,16032,LOC_01,2010-07-08,Delivery,Low,5.7,1,,Resolved,False,False
TKT-06396,12590,LOC_06,2011-02-02,Billing,Medium,8.3,1,,Resolved,False,False
TKT-06397,15940,LOC_06,2010-04-11,Account Access,Medium,2.2,1,,Open,False,False
TKT-06398,14555,LOC_06,2010-12-12,Refund,Medium,3.6,1,3.0,Resolved,False,True
TKT-06399,15292,LOC_07,2011-07-22,Delivery,Medium,,1,,Resolved,True,False
TKT-06400,14392,LOC_04,2011-08-01,Billing,Low,6.3,1,2.0,Resolved,False,True
TKT-06401,17834,LOC_07,2011-12-16,Billing,Medium,14.0,1,1.0,Resolved,False,True
TKT-06402,12930,LOC_05,2011-10-24,Delivery,High,5.3,1,1.0,Resolved,False,True
TKT-06403,14112,LOC_04,2010-08-25,Delivery,Medium,,1,,Resolved,True,False
TKT-06404,13052,LOC_04,2010-05-04,Billing,Medium,4.5,1,2.0,Resolved,False,True
TKT-06405,14909,LOC_08,2011-12-10,Refund,Medium,,1,,Open,True,False
TKT-06406,15012,LOC_02,2011-06-05,General Enquiry,High,0.9,0,4.0,Resolved,False,True
TKT-06407,16707,LOC_06,2010-12-27,Refund,Medium,6.7,1,1.0,Resolved,False,True
TKT-06408,14066,LOC_02,2011-11-16,Billing,Low,6.9,1,1.0,Escalated,False,True
TKT-06409,17765,LOC_01,2011-05-21,Refund,Critical,7.0,1,3.0,Resolved,False,True
TKT-06410,12514,LOC_08,2011-08-16,Product Defect,Low,4.0,1,,Resolved,False,False
TKT-06411,14218,LOC_01,2011-07-14,General Enquiry,Medium,1.1,0,4.0,Resolved,False,True
TKT-06412,17867,LOC_06,2011-04-25,Delivery,High,2.4,1,3.0,Resolved,False,True
TKT-06413,14892,LOC_03,2010-12-17,Account Access,High,3.8,1,4.0,Resolved,False,True
TKT-06414,13433,LOC_07,2010-12-16,Billing,High,,1,,Escalated,True,False
TKT-06415,14347,LOC_07,2010-12-18,Account Access,Low,3.6,1,,Resolved,False,False
TKT-06416,15276,LOC_01,2011-04-17,Billing,High,7.1,1,2.0,Open,False,True
TKT-06417,13724,LOC_04,2010-09-08,Delivery,High,3.9,1,3.0,Escalated,False,True
TKT-06418,14266,LOC_01,2010-12-03,General Enquiry,Medium,2.1,1,,Resolved,False,False
TKT-06419,14388,LOC_03,2010-07-13,Account Access,Low,3.8,1,3.0,Resolved,False,True
TKT-06420,15205,LOC_06,2010-11-24,General Enquiry,Medium,0.5,0,5.0,Resolved,False,True
TKT-06421,15834,LOC_02,2011-12-04,Product Defect,Low,5.6,1,3.0,Resolved,False,True
TKT-06422,12834,LOC_07,2011-11-11,Refund,Critical,8.9,1,1.0,Escalated,False,True
TKT-06423,15973,LOC_01,2010-04-19,Product Defect,High,7.9,1,2.0,Open,False,True
TKT-06424,15753,LOC_01,2010-03-21,Product Defect,Medium,5.4,1,2.0,Resolved,False,True
TKT-06425,14202,LOC_01,2011-11-05,Refund,High,5.3,1,3.0,Resolved,False,True
TKT-06426,16192,LOC_03,2011-07-20,Billing,Medium,10.5,1,3.0,Escalated,False,True
TKT-06427,13837,LOC_04,2011-07-02,Billing,Low,8.8,1,1.0,Resolved,False,True
TKT-06428,13168,LOC_01,2011-11-23,Delivery,Low,3.3,1,3.0,Resolved,False,True
TKT-06429,15404,LOC_08,2010-12-23,Delivery,Critical,5.7,1,3.0,Resolved,False,True
TKT-06430,14377,LOC_08,2011-08-13,Product Defect,High,4.0,1,2.0,Open,False,True
TKT-06431,14554,LOC_04,2011-10-08,Account Access,Critical,1.4,0,4.0,Resolved,False,True
TKT-06432,13776,LOC_05,2011-04-20,Billing,Low,7.3,1,1.0,Resolved,False,True
TKT-06433,12504,LOC_08,2011-11-11,Refund,Low,6.7,1,,Resolved,False,False
TKT-06434,12461,LOC_07,2010-02-06,Delivery,Low,5.4,1,2.0,Resolved,False,True
TKT-06435,12463,LOC_02,2011-12-23,Product Defect,High,5.4,1,,Resolved,False,False
TKT-06436,14333,LOC_07,2010-09-21,Refund,Low,6.4,1,,Resolved,False,False
