customer_id,segment,clv,acquisition_channel,region,acquisition_date,clv_imputed
14834,Retail,1127.38,Partner,UK,2009-04-11,False
18068,Retail,1030.42,Online,UK,2009-07-06,False
17097,Retail,193.85,Partner,UK,2009-02-07,False
12750,Corporate,6965.45,Trade Show,UK,2009-06-21,False
15041,Retail,1040.87,Direct Sales,Germany,2009-06-23,False
15166,Retail,731.45,Partner,Unknown,2009-10-16,False
12922,Corporate,8067.01,Trade Show,Germany,2009-07-21,True
15165,Corporate,6861.2,Online,UK,2009-03-21,False
17268,Retail,707.35,Online,UK,2009-01-16,False
17496,Retail,910.9,Direct Sales,Germany,2009-03-16,False
12470,Corporate,6186.88,Partner,Netherlands,2009-01-27,False
15378,Retail,94.62,Referral,UK,2009-10-17,False
16281,Corporate,13076.63,Online,UK,2009-09-12,False
16314,Retail,773.6,Referral,UK,2009-06-06,False
13994,Retail,365.73,Direct Sales,EIRE,2009-12-02,False
15642,Retail,620.68,Online,UK,2009-04-08,False
15826,Wholesale,1156.02,Online,UK,2009-11-27,False
16473,Retail,669.83,Online,UK,2009-02-05,False
14142,Retail,826.52,Referral,UK,2009-05-29,False
16997,Retail,62.27,Referral,UK,2009-04-20,False
13828,Retail,823.1,Referral,Other Europe,2009-01-09,False
17350,Corporate,13410.74,Online,UK,2009-07-10,False
13568,Retail,204.07,Direct Sales,EIRE,2009-02-12,False
15779,Corporate,3701.45,Referral,UK,2009-01-27,False
16500,Retail,437.96,Referral,UK,2009-05-23,False
15867,Wholesale,2324.53,Online,UK,2009-03-03,False
16449,Corporate,13211.64,Partner,France,2009-08-20,False
17171,Retail,676.52,Online,Germany,2009-01-05,False
12726,Retail,1160.45,Online,UK,2009-10-26,False
16931,Corporate,4730.62,Partner,UK,2009-09-12,False
17284,Wholesale,3752.04,Direct Sales,UK,2009-07-22,False
15732,Retail,940.66,Partner,UK,2009-08-05,False
16069,Wholesale,961.12,Direct Sales,UK,2009-08-05,False
12979,Retail,402.38,Partner,Unknown,2009-02-12,False
16629,Retail,358.84,Online,UK,2009-02-03,False
17315,Corporate,9654.53,Online,Netherlands,2009-11-10,False
13103,Retail,551.48,Direct Sales,UK,2009-02-05,False
18245,Corporate,8067.01,Online,UK,2009-06-11,True
12804,Retail,614.12,Referral,Netherlands,2009-10-27,True
17222,Retail,241.16,Direct Sales,UK,2009-05-07,False
14005,Retail,303.08,Online,Other Europe,2009-06-06,False
17415,Corporate,13840.33,Online,UK,2009-12-27,False
13145,Retail,290.7,Referral,UK,2009-08-18,False
14420,Retail,935.21,Referral,UK,2009-01-23,False
12366,Wholesale,4941.94,Trade Show,UK,2009-08-16,False
17809,Retail,503.76,Direct Sales,UK,2009-09-26,False
15580,Corporate,9537.78,Referral,UK,2009-04-07,False
13410,Retail,709.95,Online,UK,2009-10-31,False
15374,Corporate,10754.46,Online,Germany,2009-04-15,False
13897,Retail,522.34,Online,UK,2009-02-10,False
13953,Corporate,6063.77,Direct Sales,EIRE,2009-09-21,False
15138,Retail,736.23,Direct Sales,UK,2009-01-08,False
15273,Retail,133.4,Partner,UK,2009-07-01,False
13595,Corporate,11641.89,Online,Netherlands,2009-02-12,False
17019,Retail,678.43,Online,Germany,2009-05-08,False
16233,Corporate,4916.14,Referral,UK,2009-06-18,False
14027,Wholesale,2519.68,Direct Sales,UK,2009-06-08,False
17038,Retail,731.93,Online,UK,2009-01-30,False
17156,Retail,614.12,Direct Sales,UK,2009-02-25,True
14814,Corporate,7974.99,Referral,UK,2009-05-05,False
13306,Corporate,9238.64,Trade Show,UK,2009-02-14,False
18156,Retail,110.11,Referral,UK,2009-11-22,False
13792,Retail,290.82,Referral,UK,2009-06-29,False
17587,Retail,819.66,Referral,UK,2009-08-13,False
14990,Corporate,14954.84,Partner,Germany,2009-03-15,False
14205,Corporate,5832.62,Online,UK,2009-02-07,False
14779,Retail,1178.18,Partner,UK,2009-04-11,False
12675,Retail,104.95,Referral,UK,2009-01-29,False
15792,Retail,352.1,Online,Germany,2009-04-23,False
16790,Retail,940.65,Online,UK,2009-06-17,False
17842,Retail,1165.63,Online,UK,2009-07-25,False
16415,Retail,1161.71,Direct Sales,UK,2009-06-14,False
16192,Retail,168.95,Online,UK,2009-01-19,False
13918,Retail,927.22,Online,UK,2009-08-28,False
12374,Retail,874.76,Referral,France,2009-03-09,False
15882,Retail,278.44,Online,UK,2009-01-13,False
17874,Retail,495.93,Direct Sales,UK,2009-12-28,False
14422,Retail,128.41,Online,UK,2009-02-27,False
14075,Retail,135.19,Direct Sales,Germany,2009-02-21,False
13075,Wholesale,963.27,Online,France,2009-08-22,False
17289,Retail,804.19,Online,UK,2009-08-18,False
13546,Corporate,4191.79,Referral,France,2009-11-15,False
18117,Corporate,2929.54,Online,France,2009-02-23,False
17584,Retail,432.29,Referral,France,2009-11-03,False
17355,Retail,574.77,Direct Sales,UK,2009-10-18,False
15612,Corporate,8907.3,Referral,UK,2009-12-22,False
13141,Retail,826.77,Trade Show,Netherlands,2009-05-16,False
15569,Wholesale,2312.25,Online,France,2009-04-12,False
13079,Retail,369.04,Direct Sales,Unknown,2009-09-13,False
13607,Retail,159.32,Online,France,2009-09-01,False
17707,Corporate,3968.79,Online,Germany,2009-10-14,False
16165,Retail,273.25,Trade Show,UK,2009-06-10,False
16765,Wholesale,1784.83,Online,UK,2009-09-12,False
15891,Retail,413.0,Online,Netherlands,2009-04-22,False
13903,Corporate,7031.65,Trade Show,Unknown,2009-01-21,False
18169,Retail,614.12,Online,EIRE,2009-11-10,True
16959,Retail,361.55,Trade Show,UK,2009-04-08,False
15586,Retail,843.55,Online,UK,2009-10-27,False
12581,Corporate,9935.12,Direct Sales,France,2009-06-27,False
12978,Retail,350.53,Partner,Other Europe,2009-10-03,False
12916,Corporate,12887.14,Referral,UK,2009-05-22,False
15864,Wholesale,4299.74,Direct Sales,UK,2009-04-24,False
15964,Retail,713.03,Online,Germany,2009-10-30,False
15381,Corporate,9567.88,Trade Show,Unknown,2009-02-13,False
18035,Retail,175.67,Referral,UK,2009-03-14,False
14193,Retail,1026.08,Trade Show,UK,2009-12-18,False
15967,Corporate,4363.13,Online,Germany,2009-07-18,False
16685,Wholesale,1605.45,Online,Germany,2009-09-24,False
14366,Retail,614.12,Online,Netherlands,2009-05-09,True
14265,Wholesale,2734.83,Referral,UK,2009-07-06,False
17870,Wholesale,1512.99,Partner,UK,2009-10-14,False
12888,Wholesale,4416.46,Direct Sales,UK,2009-04-02,False
17802,Corporate,14285.31,Online,UK,2009-03-10,False
17307,Retail,398.19,Referral,UK,2009-09-14,False
16170,Retail,388.0,Trade Show,Unknown,2009-09-09,False
15014,Wholesale,3385.62,Online,UK,2009-11-05,False
17381,Wholesale,4192.35,Trade Show,Germany,2009-01-22,False
16567,Retail,271.47,Trade Show,EIRE,2009-02-03,False
13633,Retail,614.12,Direct Sales,Netherlands,2009-03-04,True
13677,Retail,110.2,Online,EIRE,2009-05-09,False
12775,Corporate,3338.3,Trade Show,UK,2009-02-19,False
16607,Retail,614.12,Partner,UK,2009-01-02,True
16974,Corporate,12858.17,Online,Other Europe,2009-07-03,False
16689,Retail,1137.47,Direct Sales,UK,2009-11-21,False
16474,Retail,791.64,Online,UK,2009-06-21,False
16897,Retail,614.12,Direct Sales,Other Europe,2009-03-22,True
15513,Retail,902.87,Online,France,2009-02-01,False
13999,Retail,275.68,Online,France,2009-11-10,False
13668,Retail,711.32,Referral,UK,2009-07-20,False
13379,Retail,614.12,Online,UK,2009-06-25,True
13669,Retail,800.1,Partner,UK,2009-05-13,False
13615,Retail,789.19,Online,UK,2009-05-05,False
14244,Retail,414.44,Direct Sales,UK,2009-05-03,False
15424,Retail,614.12,Trade Show,France,2009-12-14,True
18025,Retail,614.12,Trade Show,UK,2009-03-29,True
16908,Corporate,8067.01,Online,EIRE,2009-10-04,True
15546,Retail,167.68,Direct Sales,UK,2009-08-02,False
14986,Retail,706.54,Direct Sales,Germany,2009-01-14,False
14700,Retail,460.23,Direct Sales,UK,2009-02-24,False
14585,Retail,656.98,Referral,UK,2009-12-09,False
15380,Retail,614.12,Online,Netherlands,2009-11-23,True
16129,Retail,466.51,Referral,UK,2009-07-24,False
15692,Retail,614.12,Partner,UK,2009-04-17,True
17272,Wholesale,4527.76,Online,UK,2009-05-04,False
12347,Retail,341.52,Referral,UK,2009-02-14,False
15624,Corporate,7111.22,Direct Sales,UK,2009-02-17,False
17513,Wholesale,2884.16,Online,UK,2009-05-03,True
17790,Retail,676.85,Online,UK,2009-11-21,False
15555,Retail,787.11,Online,Unknown,2009-10-03,False
13016,Corporate,8067.01,Online,UK,2009-07-05,True
16466,Retail,805.05,Referral,UK,2009-12-29,False
13364,Retail,1057.07,Online,UK,2009-10-22,False
13870,Retail,614.12,Partner,EIRE,2009-06-04,True
17882,Corporate,3079.5,Online,EIRE,2009-11-02,False
18058,Retail,246.03,Referral,UK,2009-05-23,False
17431,Corporate,6281.91,Referral,UK,2009-01-31,False
16715,Wholesale,2884.16,Trade Show,UK,2009-08-01,True
13013,Retail,201.44,Online,UK,2009-10-31,False
15716,Corporate,12769.7,Trade Show,EIRE,2009-08-18,False
14428,Wholesale,2533.93,Online,UK,2009-09-29,False
14799,Corporate,8067.01,Referral,UK,2009-10-31,True
18204,Retail,347.0,Partner,EIRE,2009-10-09,False
17077,Retail,1131.79,Direct Sales,Germany,2009-09-28,False
13687,Retail,840.55,Trade Show,Germany,2009-05-08,False
17604,Wholesale,2884.16,Online,Germany,2009-09-05,True
14059,Retail,263.35,Trade Show,UK,2009-07-05,False
12713,Wholesale,3689.44,Referral,UK,2009-10-20,False
16654,Retail,1141.67,Direct Sales,EIRE,2009-08-25,False
13534,Wholesale,958.69,Online,UK,2009-08-16,False
14835,Corporate,8067.01,Direct Sales,Netherlands,2009-01-25,True
14065,Corporate,7713.05,Trade Show,Germany,2009-11-29,False
14459,Retail,654.12,Referral,Unknown,2009-08-24,False
17429,Retail,614.12,Online,France,2009-12-26,True
15079,Retail,672.28,Referral,UK,2009-03-27,False
13890,Corporate,7034.57,Trade Show,UK,2009-02-05,False
13612,Retail,891.65,Online,France,2009-10-01,False
16569,Retail,826.92,Direct Sales,UK,2009-10-05,False
14913,Corporate,3182.16,Online,UK,2009-08-09,False
16697,Retail,747.49,Online,UK,2009-08-26,False
14209,Retail,739.38,Partner,Other Europe,2009-03-10,False
16024,Retail,160.54,Online,UK,2009-06-30,False
12809,Wholesale,1590.58,Referral,UK,2009-11-25,False
16657,Corporate,2800.06,Referral,France,2009-08-03,False
12879,Retail,518.24,Online,UK,2009-08-15,False
13232,Corporate,13029.43,Online,UK,2009-08-11,False
14708,Retail,1101.49,Online,UK,2009-11-23,False
12976,Corporate,14566.09,Online,Germany,2009-05-21,False
13361,Retail,541.67,Online,France,2009-06-04,False
13202,Retail,509.23,Direct Sales,Other Europe,2009-07-09,False
14881,Retail,647.37,Trade Show,Netherlands,2009-12-24,False
15863,Retail,514.0,Referral,UK,2009-06-06,False
18265,Retail,560.35,Referral,Germany,2009-11-01,False
16643,Retail,185.19,Online,UK,2009-02-24,False
15693,Corporate,10610.13,Direct Sales,France,2009-10-29,False
14200,Corporate,8963.96,Partner,France,2009-11-28,False
15687,Retail,614.12,Referral,Germany,2009-10-10,True
18228,Corporate,8979.29,Referral,EIRE,2009-08-18,False
18059,Corporate,6567.63,Direct Sales,France,2009-05-22,False
14527,Retail,95.3,Referral,UK,2009-07-30,False
13278,Retail,1055.56,Referral,UK,2009-03-08,False
14659,Wholesale,2209.34,Direct Sales,Germany,2009-05-27,False
16223,Corporate,2573.89,Referral,UK,2009-04-29,False
13854,Corporate,5130.45,Trade Show,UK,2009-01-05,False
13829,Retail,743.71,Online,UK,2009-06-14,False
14011,Corporate,8067.01,Online,UK,2009-08-06,True
15432,Retail,598.68,Online,UK,2009-05-16,False
14002,Corporate,8067.01,Direct Sales,Netherlands,2009-06-21,True
14644,Corporate,8220.87,Online,UK,2009-07-19,False
13047,Retail,545.12,Online,UK,2009-07-16,False
13383,Retail,997.31,Online,UK,2009-12-17,False
14392,Corporate,6854.78,Partner,UK,2009-06-10,False
16976,Corporate,8067.01,Trade Show,UK,2009-06-20,True
17996,Corporate,9065.3,Referral,UK,2009-12-09,False
15992,Retail,418.76,Referral,UK,2009-12-30,False
15837,Corporate,10960.63,Online,UK,2009-12-22,False
13095,Corporate,8435.73,Online,UK,2009-05-22,False
15913,Retail,548.24,Direct Sales,EIRE,2009-10-02,False
15010,Retail,630.47,Online,UK,2009-09-15,False
16832,Corporate,13171.22,Referral,UK,2009-02-13,False
17833,Retail,614.12,Online,UK,2009-12-04,True
13388,Wholesale,1371.44,Online,Other Europe,2009-12-18,False
17777,Retail,1183.89,Direct Sales,UK,2009-07-01,False
16851,Retail,170.15,Online,UK,2009-01-29,False
12522,Wholesale,3430.23,Online,UK,2009-04-02,False
13191,Wholesale,1778.01,Direct Sales,Other Europe,2009-09-15,False
16164,Retail,583.23,Referral,UK,2009-08-29,False
14502,Corporate,9641.34,Trade Show,Germany,2009-08-03,False
12562,Retail,589.55,Online,Other Europe,2009-05-24,False
16050,Corporate,10154.36,Referral,UK,2009-12-14,False
17466,Retail,513.0,Online,Unknown,2009-07-28,False
16661,Retail,429.68,Online,France,2009-01-29,False
15802,Retail,707.04,Online,UK,2009-12-07,False
17418,Retail,847.54,Online,UK,2009-06-28,False
16516,Retail,257.75,Online,Germany,2009-10-31,False
17103,Retail,483.4,Direct Sales,UK,2009-07-11,False
16616,Corporate,8067.01,Online,UK,2009-08-02,True
12851,Retail,770.2,Partner,Germany,2009-10-12,False
12544,Wholesale,3880.12,Trade Show,France,2009-07-17,False
14668,Corporate,5198.0,Online,EIRE,2009-02-16,False
15464,Retail,389.38,Partner,UK,2009-06-01,False
16826,Corporate,6143.06,Direct Sales,UK,2009-12-21,False
16928,Retail,432.64,Direct Sales,UK,2009-12-22,False
12781,Retail,1150.36,Direct Sales,UK,2009-08-20,False
12777,Wholesale,993.49,Online,UK,2009-05-01,False
14887,Retail,1084.37,Trade Show,Other Europe,2009-05-29,False
15803,Wholesale,4271.15,Referral,Germany,2009-07-06,False
16137,Corporate,5675.95,Referral,Unknown,2009-07-20,False
17271,Corporate,10759.91,Trade Show,Germany,2009-10-01,False
14181,Corporate,9613.51,Direct Sales,France,2009-11-02,False
12886,Corporate,6198.72,Online,Unknown,2009-04-14,False
15777,Wholesale,2361.71,Online,UK,2009-01-11,False
12545,Retail,246.11,Direct Sales,Germany,2009-01-11,False
18286,Corporate,14074.5,Online,Germany,2009-09-14,False
17736,Retail,914.43,Trade Show,UK,2009-06-07,False
14153,Retail,331.46,Online,UK,2009-03-24,False
12780,Wholesale,1179.76,Online,Netherlands,2009-11-03,False
15570,Retail,1154.42,Direct Sales,UK,2009-07-31,False
16642,Corporate,12891.94,Online,UK,2009-09-11,False
16918,Corporate,14147.63,Direct Sales,UK,2009-03-09,False
15504,Wholesale,2456.81,Trade Show,UK,2009-09-23,False
14535,Corporate,5426.17,Direct Sales,Unknown,2009-11-03,False
13844,Wholesale,4197.95,Online,UK,2009-05-24,False
16712,Retail,60.58,Trade Show,EIRE,2009-01-24,False
14769,Corporate,12970.43,Direct Sales,Netherlands,2009-05-03,False
16513,Corporate,11568.23,Referral,UK,2009-07-02,False
14967,Corporate,9725.14,Online,Germany,2009-03-31,False
12917,Corporate,6620.71,Online,Unknown,2009-02-04,False
14673,Retail,275.91,Online,UK,2009-03-01,False
16534,Retail,828.34,Online,UK,2009-05-25,False
12587,Corporate,11567.16,Online,UK,2009-12-03,False
13787,Retail,460.53,Partner,EIRE,2009-01-16,False
13755,Wholesale,1996.38,Referral,UK,2009-03-08,False
17166,Corporate,5311.37,Direct Sales,UK,2009-03-19,False
12950,Retail,814.53,Online,UK,2009-04-16,False
12372,Retail,87.75,Online,UK,2009-03-19,False
14850,Retail,281.35,Online,UK,2009-07-09,False
17292,Corporate,5612.58,Referral,UK,2009-01-02,False
16929,Retail,231.13,Direct Sales,Other Europe,2009-03-26,False
15366,Retail,113.37,Partner,UK,2009-07-06,False
16472,Corporate,6765.17,Online,UK,2009-05-02,False
13861,Wholesale,4716.52,Referral,France,2009-02-06,False
12642,Retail,611.06,Referral,France,2009-04-25,False
16341,Retail,482.7,Trade Show,UK,2009-01-16,False
12659,Retail,622.42,Direct Sales,EIRE,2009-01-29,False
14134,Corporate,11034.39,Partner,Other Europe,2009-11-29,False
17298,Retail,215.45,Partner,UK,2009-11-15,False
16855,Retail,484.66,Online,UK,2009-08-05,False
13883,Corporate,7400.76,Online,Netherlands,2009-07-15,False
14699,Corporate,7650.82,Online,UK,2009-04-10,False
15397,Wholesale,1752.72,Referral,UK,2009-02-15,False
13071,Retail,614.12,Referral,Germany,2009-04-19,True
13170,Corporate,3356.83,Trade Show,EIRE,2009-04-08,False
15373,Retail,268.42,Direct Sales,UK,2009-09-12,False
15299,Retail,518.91,Online,UK,2009-10-05,False
18253,Retail,699.28,Partner,France,2009-12-25,False
12960,Corporate,7344.88,Referral,UK,2009-11-15,False
15140,Corporate,14228.32,Online,Unknown,2009-08-04,False
14057,Retail,930.17,Trade Show,France,2009-06-11,False
17922,Corporate,14500.07,Online,Other Europe,2009-09-02,False
17057,Retail,1046.84,Referral,UK,2009-05-01,False
15329,Retail,875.08,Partner,UK,2009-09-15,False
16340,Retail,979.01,Trade Show,UK,2009-07-06,False
12626,Corporate,9681.33,Referral,UK,2009-11-03,False
12556,Retail,151.21,Online,UK,2009-09-25,False
17830,Corporate,14681.86,Referral,UK,2009-07-03,False
16149,Corporate,8575.52,Direct Sales,Netherlands,2009-05-20,False
14556,Corporate,14607.65,Online,UK,2009-07-08,False
15186,Corporate,6447.72,Online,UK,2009-04-23,False
14804,Retail,245.16,Online,Other Europe,2009-05-02,False
15558,Retail,879.21,Online,UK,2009-08-15,False
17371,Retail,928.25,Online,Unknown,2009-01-30,False
13823,Corporate,12663.29,Referral,EIRE,2009-09-29,False
13943,Retail,926.22,Online,Germany,2009-07-15,False
17680,Corporate,4972.72,Direct Sales,UK,2009-06-09,False
18077,Retail,614.12,Referral,UK,2009-12-15,True
14235,Retail,916.5,Online,France,2009-01-02,False
17353,Wholesale,4633.76,Online,UK,2009-08-11,False
16872,Retail,490.64,Online,Germany,2009-07-20,False
14936,Retail,824.65,Direct Sales,France,2009-03-12,False
14110,Wholesale,2723.3,Referral,UK,2009-04-13,False
16814,Wholesale,2884.16,Online,UK,2009-05-08,True
18237,Retail,240.18,Referral,UK,2009-09-25,False
15436,Retail,340.06,Online,UK,2009-02-15,False
13370,Corporate,14516.2,Direct Sales,UK,2009-10-23,False
12794,Wholesale,3561.27,Online,UK,2009-09-20,False
13156,Wholesale,4424.43,Online,Netherlands,2009-06-24,False
17966,Retail,151.35,Direct Sales,UK,2009-11-07,False
16743,Retail,715.35,Referral,Netherlands,2009-03-26,False
15478,Corporate,7594.46,Online,UK,2009-06-10,False
16731,Corporate,9157.42,Online,UK,2009-04-04,False
18052,Retail,687.81,Referral,EIRE,2009-05-19,False
17681,Wholesale,1680.7,Referral,UK,2009-10-19,False
12770,Retail,684.47,Online,Unknown,2009-11-25,False
16600,Corporate,14152.34,Partner,Other Europe,2009-08-30,False
13660,Wholesale,3545.87,Online,EIRE,2009-04-05,False
13913,Retail,119.79,Online,EIRE,2009-02-05,False
16857,Retail,357.94,Direct Sales,UK,2009-05-01,False
18149,Retail,964.38,Referral,UK,2009-11-25,False
16950,Wholesale,1245.87,Direct Sales,UK,2009-12-05,False
15124,Wholesale,2769.9,Online,UK,2009-08-13,False
18161,Corporate,7729.81,Referral,France,2009-09-24,False
17561,Corporate,6911.91,Referral,UK,2009-08-13,False
16098,Retail,941.83,Online,Germany,2009-05-05,False
16850,Retail,569.65,Trade Show,France,2009-07-24,False
13325,Corporate,8192.4,Online,Germany,2009-03-02,False
14168,Retail,1086.88,Trade Show,UK,2009-07-07,False
15486,Wholesale,4615.32,Online,Netherlands,2009-04-19,False
16952,Retail,1160.48,Partner,Unknown,2009-09-08,False
16836,Retail,269.93,Online,Germany,2009-04-25,False
17385,Retail,1162.3,Online,Germany,2009-11-04,False
12907,Corporate,9934.89,Direct Sales,UK,2009-02-12,False
13100,Retail,140.42,Referral,UK,2009-03-26,False
15038,Retail,266.93,Referral,UK,2009-09-17,False
15246,Retail,363.16,Trade Show,UK,2009-12-15,False
12625,Retail,1183.82,Referral,France,2009-03-18,False
16789,Retail,935.6,Direct Sales,UK,2009-01-10,False
14076,Corporate,13330.09,Referral,Other Europe,2009-04-30,False
15838,Retail,62.32,Direct Sales,UK,2009-03-20,False
15752,Wholesale,3084.29,Online,Germany,2009-03-30,False
15607,Corporate,8067.01,Online,Unknown,2009-07-11,True
15211,Retail,327.15,Partner,Germany,2009-11-24,False
14382,Wholesale,4559.42,Referral,UK,2009-08-23,False
17270,Retail,112.75,Online,UK,2009-04-24,False
12686,Retail,950.78,Online,France,2009-03-11,False
16028,Retail,675.74,Online,UK,2009-03-01,False
13867,Wholesale,2591.69,Trade Show,France,2009-12-29,False
13068,Corporate,8067.01,Online,EIRE,2009-10-15,True
17170,Corporate,7713.6,Direct Sales,UK,2009-04-10,False
14855,Corporate,4664.73,Online,UK,2009-12-19,False
16071,Retail,203.43,Online,Germany,2009-02-02,False
15935,Retail,522.41,Direct Sales,Unknown,2009-03-08,False
15162,Wholesale,2949.17,Direct Sales,EIRE,2009-04-18,False
18147,Corporate,9958.06,Online,Germany,2009-12-04,False
13971,Retail,1113.34,Referral,UK,2009-08-05,False
16541,Retail,512.33,Referral,UK,2009-11-07,False
16892,Retail,672.46,Online,EIRE,2009-10-22,False
12407,Retail,560.73,Direct Sales,UK,2009-09-13,False
12712,Retail,1055.45,Partner,UK,2009-02-28,False
13373,Retail,857.42,Partner,UK,2009-02-28,False
13276,Corporate,3345.18,Direct Sales,UK,2009-12-17,False
14463,Wholesale,3940.14,Online,Other Europe,2009-12-24,False
13442,Corporate,6927.53,Partner,EIRE,2009-10-26,False
15098,Corporate,2247.56,Direct Sales,UK,2009-02-06,False
16983,Retail,614.12,Direct Sales,Germany,2009-04-18,True
14568,Corporate,4514.81,Trade Show,UK,2009-07-26,False
14073,Retail,109.03,Online,UK,2009-06-04,False
18085,Retail,1004.43,Direct Sales,Netherlands,2009-07-08,False
16781,Wholesale,4783.15,Partner,Germany,2009-12-24,False
16033,Retail,1073.21,Online,UK,2009-04-03,False
16399,Retail,891.46,Direct Sales,Netherlands,2009-08-27,False
17054,Wholesale,4983.25,Referral,UK,2009-04-14,False
15574,Retail,1139.4,Direct Sales,UK,2009-04-25,False
15584,Wholesale,1971.83,Online,Netherlands,2009-02-15,False
13225,Corporate,6492.53,Referral,UK,2009-03-26,False
14335,Retail,331.31,Online,UK,2009-08-05,False
16702,Retail,555.83,Trade Show,UK,2009-09-21,False
16711,Retail,1007.22,Online,EIRE,2009-08-05,False
13012,Retail,729.5,Direct Sales,Germany,2009-06-06,False
13188,Wholesale,1524.96,Direct Sales,UK,2009-04-20,False
13367,Retail,1052.28,Online,EIRE,2009-03-22,False
17686,Retail,969.65,Direct Sales,Other Europe,2009-09-21,False
16557,Retail,482.45,Online,UK,2009-07-21,False
14494,Wholesale,2407.69,Online,UK,2009-04-09,False
18191,Wholesale,4772.26,Online,UK,2009-10-23,False
15823,Wholesale,2045.77,Referral,Germany,2009-10-12,False
18072,Wholesale,3531.25,Referral,EIRE,2009-11-20,False
13292,Wholesale,2449.92,Online,UK,2009-11-17,False
17567,Wholesale,2706.16,Online,UK,2009-01-10,False
12395,Corporate,4569.97,Online,UK,2009-08-25,False
17187,Corporate,9514.94,Online,Germany,2009-11-05,False
16056,Retail,614.12,Referral,Other Europe,2009-06-21,True
15018,Corporate,11496.69,Partner,EIRE,2009-09-03,False
16411,Retail,957.4,Referral,UK,2009-03-10,False
16367,Wholesale,3761.27,Online,France,2009-10-18,False
17586,Corporate,14726.32,Direct Sales,UK,2009-01-21,False
14951,Retail,661.94,Online,UK,2009-12-03,False
18273,Corporate,6552.42,Direct Sales,UK,2009-05-19,False
13389,Retail,119.08,Referral,UK,2009-12-22,False
18225,Corporate,9520.4,Partner,UK,2009-10-07,False
12613,Retail,614.12,Trade Show,Germany,2009-12-13,True
13515,Corporate,3875.12,Referral,UK,2009-04-24,False
16451,Retail,1054.66,Referral,UK,2009-01-29,False
12460,Corporate,7642.64,Online,EIRE,2009-06-18,False
14972,Retail,750.96,Partner,UK,2009-08-16,False
16914,Retail,1138.2,Direct Sales,Netherlands,2009-11-05,False
17887,Corporate,5972.49,Direct Sales,France,2009-07-01,False
13297,Retail,1123.47,Partner,EIRE,2009-06-13,False
13762,Corporate,9106.8,Online,UK,2009-04-06,False
14339,Retail,694.4,Online,UK,2009-04-15,False
17013,Retail,612.29,Online,Germany,2009-01-26,False
14759,Retail,622.3,Referral,Germany,2009-06-25,False
16154,Retail,712.02,Direct Sales,UK,2009-10-26,False
16532,Retail,623.81,Online,EIRE,2009-11-12,False
12856,Corporate,8761.07,Online,France,2009-08-09,False
16594,Retail,571.82,Referral,Unknown,2009-01-28,False
13548,Retail,328.03,Online,EIRE,2009-12-07,False
15173,Retail,640.55,Online,Germany,2009-01-06,False
14362,Corporate,6893.04,Referral,UK,2009-09-10,False
15877,Retail,233.9,Referral,EIRE,2009-01-21,False
17871,Wholesale,2676.25,Direct Sales,UK,2009-02-14,False
12458,Wholesale,3138.18,Direct Sales,Germany,2009-04-24,False
16866,Retail,892.13,Referral,UK,2009-07-09,False
15947,Corporate,10821.12,Direct Sales,Unknown,2009-07-09,False
16014,Wholesale,3249.89,Online,UK,2009-10-22,False
14220,Corporate,9849.31,Online,UK,2009-12-21,False
14125,Corporate,3306.89,Online,Other Europe,2009-08-29,False
16778,Corporate,2198.44,Online,EIRE,2009-09-10,False
15160,Wholesale,4536.69,Partner,UK,2009-07-12,False
14542,Retail,397.11,Partner,UK,2009-01-03,False
16300,Corporate,13152.15,Online,Unknown,2009-08-19,False
17416,Retail,831.04,Direct Sales,EIRE,2009-05-11,False
14533,Corporate,11394.89,Referral,Unknown,2009-12-06,False
15597,Retail,606.85,Direct Sales,UK,2009-12-27,False
17453,Corporate,13230.74,Partner,Other Europe,2009-04-18,False
13355,Corporate,7929.65,Direct Sales,UK,2009-07-20,False
14320,Retail,807.05,Direct Sales,UK,2009-08-12,False
16065,Wholesale,2884.16,Referral,Netherlands,2009-04-17,True
14977,Retail,860.8,Referral,EIRE,2009-11-01,False
17766,Retail,838.76,Referral,Germany,2009-05-14,False
12785,Retail,691.55,Online,UK,2009-01-21,False
15989,Retail,831.65,Direct Sales,UK,2009-09-23,False
14989,Retail,278.96,Online,UK,2009-10-12,False
17478,Retail,1118.08,Referral,UK,2009-05-19,False
16417,Retail,334.01,Online,UK,2009-11-13,False
15566,Retail,796.06,Referral,Germany,2009-01-08,False
13455,Retail,372.69,Referral,France,2009-02-17,False
17564,Retail,512.73,Referral,EIRE,2009-06-06,False
17521,Retail,791.47,Online,UK,2009-04-02,False
14745,Corporate,8067.01,Online,EIRE,2009-03-16,True
13070,Retail,402.4,Direct Sales,Netherlands,2009-04-30,False
12448,Retail,450.75,Trade Show,UK,2009-05-23,False
16403,Retail,557.47,Online,France,2009-10-01,False
15075,Retail,1102.12,Direct Sales,Germany,2009-02-21,False
15347,Retail,981.8,Direct Sales,France,2009-08-29,False
13112,Retail,1150.23,Referral,UK,2009-04-06,False
15640,Retail,776.08,Online,UK,2009-10-24,False
13707,Corporate,7894.41,Partner,UK,2009-07-21,False
13458,Retail,312.69,Referral,Unknown,2009-12-07,False
16013,Retail,738.35,Direct Sales,UK,2009-05-19,False
18082,Retail,558.48,Referral,Other Europe,2009-05-08,False
